product,subproduct,parameter,AEAZ,ARCB,AUMN,BDDU,BIBU,CADO,CAHA,CAKE,CALE,CASH,CHTS,CLST,CLTA,ETAD,ETBI,IDBD,ILHA,ILNZ,INDH,INJA,INKA,KRSE,KRUL,MXMC,NGIL,PHMO,PRFJ,SGSU,TWKA,TWTA,USBO,USMC,USNO,USPA,VNHN,ZAJB,ZAPR,TOTAL_rows,n_sites
FilterBased,ChemSpecPM25,OC PM2.5,150.0,0.0,63.0,60.0,37.0,28.0,128.0,0.0,13.0,83.0,206.0,163.0,80.0,246.0,34.0,43.0,178.0,227.0,110.0,47.0,15.0,83.0,131.0,59.0,51.0,0.0,55.0,13.0,160.0,260.0,0.0,0.0,23.0,217.0,12.0,212.0,264.0,3451.0,32
FilterBased,ChemSpecPM25,OM PM2.5,150.0,0.0,63.0,60.0,37.0,28.0,128.0,0.0,13.0,83.0,200.0,159.0,80.0,246.0,34.0,43.0,164.0,227.0,110.0,47.0,15.0,83.0,131.0,59.0,51.0,0.0,55.0,13.0,160.0,240.0,0.0,0.0,23.0,217.0,12.0,207.0,264.0,3402.0,32
FilterBased,ChemSpecPM25,Phosphate Ion PM2.5,20.0,43.0,0.0,41.0,0.0,64.0,75.0,18.0,4.0,43.0,193.0,7.0,6.0,24.0,0.0,72.0,20.0,107.0,2.0,1.0,25.0,10.0,15.0,13.0,15.0,12.0,1.0,44.0,16.0,6.0,11.0,0.0,1.0,22.0,11.0,58.0,64.0,1064.0,33
FilterBased,ChemSpecPM25,Phosphorus PM2.5,0.0,43.0,0.0,51.0,0.0,58.0,21.0,18.0,8.0,23.0,137.0,0.0,0.0,0.0,0.0,62.0,0.0,51.0,0.0,0.0,25.0,0.0,0.0,0.0,15.0,12.0,0.0,31.0,0.0,0.0,11.0,19.0,0.0,0.0,10.0,0.0,5.0,600.0,18
FilterBased,ChemSpecPM25,Potassium Ion PM2.5,158.0,43.0,54.0,115.0,37.0,70.0,173.0,18.0,13.0,104.0,402.0,241.0,102.0,282.0,27.0,108.0,197.0,309.0,136.0,78.0,40.0,83.0,144.0,56.0,60.0,12.0,54.0,50.0,168.0,260.0,11.0,0.0,34.0,305.0,22.0,233.0,300.0,4499.0,36
FilterBased,ChemSpecPM25,Potassium PM2.5,141.0,0.0,63.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,163.0,80.0,246.0,34.0,44.0,178.0,225.0,110.0,47.0,14.0,83.0,130.0,59.0,47.0,0.0,55.0,13.0,160.0,258.0,0.0,0.0,23.0,256.0,12.0,210.0,264.0,3423.0,32
FilterBased,ChemSpecPM25,Rubidium PM2.5,141.0,0.0,63.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,163.0,80.0,246.0,34.0,44.0,178.0,225.0,110.0,47.0,14.0,83.0,130.0,59.0,47.0,0.0,55.0,13.0,160.0,258.0,0.0,0.0,23.0,256.0,12.0,210.0,264.0,3423.0,32
FilterBased,ChemSpecPM25,Selenium PM2.5,141.0,86.0,63.0,156.0,37.0,128.0,150.0,36.0,29.0,116.0,488.0,163.0,80.0,246.0,34.0,168.0,178.0,327.0,110.0,47.0,64.0,83.0,130.0,59.0,77.0,24.0,55.0,75.0,160.0,258.0,22.0,34.0,23.0,256.0,32.0,210.0,274.0,4619.0,37
FilterBased,ChemSpecPM25,Silicon PM2.5,141.0,0.0,63.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,163.0,80.0,246.0,34.0,44.0,178.0,225.0,110.0,47.0,14.0,83.0,130.0,59.0,47.0,0.0,55.0,13.0,160.0,258.0,0.0,0.0,23.0,256.0,12.0,210.0,264.0,3423.0,32
FilterBased,ChemSpecPM25,Sodium Ion PM2.5,152.0,43.0,55.0,115.0,37.0,54.0,166.0,12.0,13.0,102.0,352.0,241.0,102.0,268.0,27.0,108.0,196.0,298.0,132.0,71.0,39.0,78.0,149.0,56.0,60.0,12.0,55.0,50.0,174.0,259.0,11.0,0.0,31.0,303.0,18.0,213.0,291.0,4343.0,36
FilterBased,ChemSpecPM25,Sodium PM2.5,141.0,0.0,63.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,163.0,80.0,246.0,34.0,44.0,178.0,225.0,110.0,47.0,14.0,83.0,130.0,59.0,47.0,0.0,55.0,13.0,160.0,258.0,0.0,0.0,23.0,256.0,12.0,210.0,264.0,3423.0,32
FilterBased,ChemSpecPM25,Strontium PM2.5,141.0,0.0,63.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,163.0,80.0,246.0,34.0,44.0,178.0,225.0,110.0,47.0,14.0,83.0,130.0,59.0,47.0,0.0,55.0,13.0,160.0,258.0,0.0,0.0,23.0,256.0,12.0,210.0,264.0,3423.0,32
FilterBased,ChemSpecPM25,Sulfate Ion PM2.5,163.0,43.0,67.0,105.0,37.0,70.0,173.0,18.0,13.0,105.0,410.0,246.0,119.0,271.0,55.0,110.0,196.0,305.0,175.0,84.0,40.0,76.0,161.0,61.0,56.0,12.0,50.0,50.0,173.0,289.0,11.0,0.0,31.0,313.0,14.0,237.0,299.0,4638.0,36
FilterBased,ChemSpecPM25,Sulfur PM2.5,141.0,0.0,63.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,163.0,80.0,246.0,34.0,44.0,178.0,225.0,110.0,47.0,14.0,83.0,130.0,59.0,47.0,0.0,55.0,13.0,160.0,258.0,0.0,0.0,23.0,256.0,12.0,210.0,264.0,3423.0,32
FilterBased,ChemSpecPM25,Tin PM2.5,141.0,0.0,63.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,163.0,80.0,246.0,34.0,44.0,178.0,225.0,110.0,47.0,14.0,83.0,130.0,59.0,47.0,0.0,55.0,13.0,160.0,258.0,0.0,0.0,23.0,256.0,12.0,210.0,264.0,3423.0,32
FilterBased,ChemSpecPM25,Titanium PM2.5,141.0,43.0,63.0,105.0,37.0,70.0,129.0,18.0,21.0,93.0,351.0,163.0,80.0,246.0,34.0,106.0,178.0,276.0,110.0,47.0,39.0,83.0,130.0,59.0,62.0,12.0,55.0,44.0,160.0,258.0,11.0,19.0,23.0,256.0,22.0,210.0,269.0,4023.0,37
FilterBased,ChemSpecPM25,Vanadium PM2.5,141.0,43.0,63.0,105.0,37.0,70.0,129.0,18.0,21.0,93.0,351.0,163.0,80.0,246.0,34.0,106.0,178.0,276.0,110.0,47.0,39.0,83.0,130.0,59.0,62.0,12.0,55.0,44.0,160.0,258.0,11.0,19.0,23.0,256.0,22.0,210.0,269.0,4023.0,37
FilterBased,ChemSpecPM25,Zinc PM2.5,141.0,43.0,63.0,105.0,37.0,70.0,129.0,18.0,21.0,93.0,351.0,163.0,80.0,246.0,34.0,106.0,178.0,276.0,110.0,47.0,39.0,83.0,130.0,59.0,62.0,12.0,55.0,44.0,160.0,258.0,11.0,21.0,23.0,256.0,22.0,210.0,269.0,4025.0,37
FilterBased,ReconstrPM25,Ammonium,22.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,142.0,48.0,36.0,34.0,0.0,27.0,32.0,104.0,38.0,0.0,0.0,48.0,9.0,0.0,0.0,0.0,0.0,28.0,37.0,0.0,0.0,11.0,49.0,0.0,34.0,31.0,809.0,20
FilterBased,ReconstrPM25,Ammonium Ion PM2.5,128.0,43.0,35.0,107.0,43.0,70.0,173.0,18.0,31.0,106.0,323.0,56.0,69.0,224.0,28.0,122.0,175.0,262.0,66.0,51.0,46.0,89.0,84.0,50.0,81.0,12.0,55.0,50.0,159.0,250.0,11.0,19.0,22.0,227.0,22.0,178.0,251.0,3736.0,37
FilterBased,ReconstrPM25,BC PM2.5,150.0,35.0,63.0,106.0,37.0,65.0,146.0,12.0,21.0,94.0,311.0,163.0,80.0,246.0,34.0,116.0,178.0,279.0,109.0,47.0,38.0,83.0,131.0,59.0,61.0,12.0,55.0,50.0,160.0,260.0,2.0,11.0,23.0,220.0,20.0,212.0,264.0,3953.0,37
FilterBased,ReconstrPM25,Filter PM2.5 mass,150.0,43.0,63.0,111.0,37.0,70.0,173.0,18.0,31.0,106.0,370.0,191.0,94.0,246.0,55.0,122.0,185.0,288.0,136.0,61.0,40.0,89.0,132.0,59.0,73.0,12.0,55.0,50.0,174.0,281.0,11.0,19.0,33.0,276.0,22.0,212.0,275.0,4363.0,37
FilterBased,ReconstrPM25,Fine Soil,141.0,43.0,63.0,105.0,37.0,70.0,129.0,18.0,21.0,93.0,351.0,163.0,80.0,246.0,34.0,106.0,178.0,276.0,110.0,47.0,39.0,83.0,130.0,59.0,62.0,12.0,55.0,44.0,160.0,258.0,11.0,19.0,23.0,256.0,22.0,210.0,269.0,4023.0,37
FilterBased,ReconstrPM25,Nitrate Ion PM2.5,150.0,43.0,63.0,111.0,43.0,70.0,173.0,18.0,31.0,106.0,370.0,198.0,117.0,260.0,62.0,122.0,202.0,294.0,170.0,89.0,46.0,89.0,132.0,59.0,81.0,12.0,55.0,50.0,187.0,287.0,11.0,19.0,33.0,276.0,22.0,212.0,282.0,4545.0,37
FilterBased,ReconstrPM25,OC PM2.5,150.0,0.0,63.0,60.0,37.0,28.0,128.0,0.0,13.0,83.0,206.0,163.0,80.0,246.0,34.0,43.0,178.0,227.0,110.0,47.0,15.0,83.0,131.0,59.0,51.0,0.0,55.0,13.0,160.0,260.0,0.0,0.0,23.0,217.0,12.0,212.0,264.0,3451.0,32
FilterBased,ReconstrPM25,OM PM2.5,150.0,0.0,63.0,60.0,37.0,28.0,128.0,0.0,13.0,83.0,200.0,159.0,80.0,246.0,34.0,43.0,164.0,227.0,110.0,47.0,15.0,83.0,131.0,59.0,51.0,0.0,55.0,13.0,160.0,240.0,0.0,0.0,23.0,217.0,12.0,207.0,264.0,3402.0,32
FilterBased,ReconstrPM25,Residual Matter Only,137.0,43.0,51.0,95.0,37.0,70.0,129.0,18.0,13.0,93.0,351.0,161.0,79.0,243.0,27.0,101.0,172.0,268.0,110.0,47.0,39.0,76.0,113.0,52.0,54.0,12.0,50.0,44.0,159.0,251.0,11.0,0.0,20.0,245.0,14.0,207.0,268.0,3860.0,36
FilterBased,ReconstrPM25,Residual Matter with OC,137.0,43.0,51.0,95.0,37.0,70.0,129.0,18.0,13.0,93.0,351.0,161.0,79.0,243.0,27.0,101.0,172.0,268.0,110.0,47.0,39.0,76.0,113.0,52.0,54.0,12.0,50.0,44.0,159.0,251.0,11.0,0.0,20.0,245.0,14.0,207.0,268.0,3860.0,36
FilterBased,ReconstrPM25,Residual Matter with OM,137.0,43.0,51.0,95.0,37.0,70.0,129.0,18.0,13.0,93.0,351.0,161.0,79.0,243.0,27.0,101.0,172.0,268.0,110.0,47.0,39.0,76.0,113.0,52.0,54.0,12.0,50.0,44.0,159.0,251.0,11.0,0.0,20.0,245.0,14.0,207.0,268.0,3860.0,36
FilterBased,ReconstrPM25,Sea Salt,150.0,43.0,63.0,111.0,43.0,70.0,173.0,18.0,31.0,106.0,370.0,198.0,117.0,260.0,62.0,122.0,202.0,294.0,170.0,89.0,46.0,89.0,132.0,59.0,81.0,12.0,55.0,50.0,187.0,287.0,11.0,19.0,33.0,276.0,22.0,212.0,282.0,4545.0,37
FilterBased,ReconstrPM25,Sulfate Ion PM2.5,146.0,43.0,51.0,101.0,37.0,70.0,173.0,18.0,13.0,105.0,370.0,161.0,79.0,243.0,27.0,110.0,172.0,275.0,110.0,47.0,40.0,76.0,114.0,52.0,56.0,12.0,50.0,50.0,159.0,253.0,11.0,0.0,20.0,265.0,14.0,209.0,268.0,4000.0,36
FilterBased,ReconstrPM25,Trace Element Oxides,141.0,43.0,63.0,105.0,37.0,70.0,129.0,18.0,21.0,93.0,351.0,163.0,80.0,246.0,34.0,106.0,178.0,276.0,110.0,47.0,39.0,83.0,130.0,59.0,62.0,12.0,55.0,44.0,160.0,258.0,11.0,19.0,23.0,256.0,22.0,210.0,269.0,4023.0,37
TimeResPM25,DailyEstPM25,Estimated PM2.5 mass,610.0,784.0,674.0,232.0,0.0,728.0,759.0,106.0,385.0,2238.0,1787.0,0.0,0.0,0.0,0.0,425.0,0.0,998.0,0.0,0.0,263.0,123.0,267.0,579.0,189.0,0.0,0.0,738.0,0.0,0.0,0.0,0.0,174.0,0.0,119.0,0.0,458.0,12636.0,21
TimeResPM25,HourlyEstPM25,Estimated PM2.5 mass,12684.0,11417.0,15052.0,2753.0,0.0,14755.0,12671.0,2103.0,7055.0,39941.0,35518.0,0.0,0.0,0.0,0.0,5133.0,0.0,19320.0,0.0,0.0,4051.0,2665.0,5430.0,8727.0,2562.0,0.0,0.0,13801.0,0.0,0.0,0.0,0.0,3824.0,0.0,1481.0,0.0,8103.0,229046.0,21
