subproduct,parameter,AEAZ,ARCB,AUMN,BDDU,BIBU,CADO,CAHA,CAKE,CALE,CASH,CHTS,CLST,CLTA,ETAD,IDBD,ILHA,ILNZ,INDH,INJA,INKA,KRSE,KRUL,MXMC,NGIL,PHMO,PRFJ,SGSU,TWKA,TWTA,USBO,USMC,USNO,USPA,VNHN,ZAJB,ZAPR,n_sites,total_filters
ChemSpecPM25,OC PM2.5,150.0,0.0,51.0,60.0,37.0,28.0,128.0,0.0,13.0,83.0,206.0,163.0,82.0,232.0,43.0,178.0,227.0,110.0,47.0,15.0,83.0,119.0,53.0,45.0,0.0,55.0,13.0,153.0,247.0,0.0,0.0,23.0,217.0,12.0,208.0,264.0,31,3345.0
ChemSpecPM25,OM PM2.5,144.0,0.0,41.0,60.0,37.0,28.0,128.0,0.0,13.0,78.0,194.0,159.0,82.0,206.0,42.0,148.0,189.0,103.0,47.0,15.0,83.0,107.0,53.0,45.0,0.0,55.0,13.0,153.0,224.0,0.0,0.0,12.0,217.0,12.0,203.0,258.0,31,3149.0
ChemSpecPM25,Phosphate Ion PM2.5,20.0,43.0,0.0,41.0,0.0,64.0,75.0,18.0,4.0,43.0,193.0,6.0,2.0,24.0,72.0,20.0,107.0,1.0,1.0,25.0,10.0,15.0,13.0,15.0,12.0,1.0,44.0,16.0,6.0,11.0,0.0,1.0,22.0,11.0,57.0,64.0,33,1057.0
ChemSpecPM25,Phosphorus PM2.5,0.0,43.0,0.0,51.0,0.0,58.0,21.0,18.0,8.0,23.0,137.0,0.0,0.0,0.0,62.0,0.0,51.0,0.0,0.0,25.0,0.0,0.0,0.0,15.0,12.0,0.0,31.0,0.0,0.0,11.0,19.0,0.0,0.0,10.0,0.0,5.0,18,600.0
ChemSpecPM25,Potassium Ion PM2.5,147.0,43.0,45.0,111.0,37.0,70.0,173.0,18.0,13.0,104.0,358.0,115.0,41.0,218.0,108.0,177.0,277.0,68.0,27.0,40.0,83.0,118.0,53.0,60.0,12.0,54.0,50.0,145.0,236.0,11.0,0.0,23.0,254.0,22.0,202.0,269.0,35,3782.0
ChemSpecPM25,Potassium PM2.5,141.0,0.0,51.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,142.0,61.0,232.0,44.0,178.0,225.0,91.0,41.0,14.0,83.0,118.0,53.0,41.0,0.0,55.0,13.0,153.0,245.0,0.0,0.0,23.0,249.0,12.0,206.0,264.0,31,3243.0
ChemSpecPM25,Rubidium PM2.5,141.0,0.0,51.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,142.0,61.0,232.0,44.0,178.0,225.0,91.0,41.0,14.0,83.0,118.0,53.0,41.0,0.0,55.0,13.0,153.0,245.0,0.0,0.0,23.0,249.0,12.0,206.0,264.0,31,3243.0
ChemSpecPM25,Selenium PM2.5,141.0,43.0,51.0,105.0,37.0,70.0,129.0,18.0,21.0,93.0,351.0,142.0,61.0,232.0,106.0,178.0,276.0,91.0,41.0,39.0,83.0,118.0,53.0,56.0,12.0,55.0,44.0,153.0,245.0,11.0,17.0,23.0,249.0,22.0,206.0,269.0,36,3841.0
ChemSpecPM25,Silicon PM2.5,141.0,0.0,51.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,142.0,61.0,232.0,44.0,178.0,225.0,91.0,41.0,14.0,83.0,118.0,53.0,41.0,0.0,55.0,13.0,153.0,245.0,0.0,0.0,23.0,249.0,12.0,206.0,264.0,31,3243.0
ChemSpecPM25,Sodium Ion PM2.5,141.0,43.0,45.0,111.0,37.0,54.0,166.0,12.0,13.0,102.0,320.0,115.0,41.0,209.0,108.0,177.0,270.0,65.0,27.0,39.0,78.0,118.0,53.0,60.0,12.0,55.0,50.0,146.0,233.0,11.0,0.0,23.0,256.0,18.0,194.0,261.0,35,3663.0
ChemSpecPM25,Sodium PM2.5,141.0,0.0,51.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,142.0,61.0,232.0,44.0,178.0,225.0,91.0,41.0,14.0,83.0,118.0,53.0,41.0,0.0,55.0,13.0,153.0,245.0,0.0,0.0,23.0,249.0,12.0,206.0,264.0,31,3243.0
ChemSpecPM25,Strontium PM2.5,141.0,0.0,51.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,142.0,61.0,232.0,44.0,178.0,225.0,91.0,41.0,14.0,83.0,118.0,53.0,41.0,0.0,55.0,13.0,153.0,245.0,0.0,0.0,23.0,249.0,12.0,206.0,264.0,31,3243.0
ChemSpecPM25,Sulfate Ion PM2.5,146.0,43.0,51.0,101.0,37.0,70.0,173.0,18.0,13.0,105.0,370.0,118.0,48.0,216.0,110.0,178.0,275.0,78.0,40.0,40.0,76.0,114.0,52.0,56.0,12.0,50.0,50.0,150.0,247.0,11.0,0.0,20.0,260.0,14.0,200.0,268.0,35,3810.0
ChemSpecPM25,Sulfur PM2.5,141.0,0.0,51.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,142.0,61.0,232.0,44.0,178.0,225.0,91.0,41.0,14.0,83.0,118.0,53.0,41.0,0.0,55.0,13.0,153.0,245.0,0.0,0.0,23.0,249.0,12.0,206.0,264.0,31,3243.0
ChemSpecPM25,Tin PM2.5,141.0,0.0,51.0,54.0,37.0,12.0,108.0,0.0,13.0,70.0,214.0,142.0,61.0,232.0,44.0,178.0,225.0,91.0,41.0,14.0,83.0,118.0,53.0,41.0,0.0,55.0,13.0,153.0,245.0,0.0,0.0,23.0,249.0,12.0,206.0,264.0,31,3243.0
ChemSpecPM25,Titanium PM2.5,141.0,43.0,51.0,105.0,37.0,70.0,129.0,18.0,21.0,93.0,351.0,142.0,61.0,232.0,106.0,178.0,276.0,91.0,41.0,39.0,83.0,118.0,53.0,56.0,12.0,55.0,44.0,153.0,245.0,11.0,19.0,23.0,249.0,22.0,206.0,269.0,36,3843.0
ChemSpecPM25,Vanadium PM2.5,141.0,43.0,51.0,105.0,37.0,70.0,129.0,18.0,21.0,93.0,351.0,142.0,61.0,232.0,106.0,178.0,276.0,91.0,41.0,39.0,83.0,118.0,53.0,56.0,12.0,55.0,44.0,153.0,245.0,11.0,19.0,23.0,249.0,22.0,206.0,269.0,36,3843.0
ChemSpecPM25,Zinc PM2.5,141.0,43.0,51.0,105.0,37.0,70.0,129.0,18.0,21.0,93.0,351.0,142.0,61.0,232.0,106.0,178.0,276.0,91.0,41.0,39.0,83.0,118.0,53.0,56.0,12.0,55.0,44.0,153.0,245.0,11.0,19.0,23.0,249.0,22.0,206.0,269.0,36,3843.0
