Site,Latitude,Longitude,Barcode,FilterId,SampleDate,FilterType,LotId,AnalysisDate,AnalysisTime,CalibrationSetId,DepositArea_cm2,Volume_m3,Parameter,MassLoading_ug,Concentration,MDL,Uncertainty,FilterComments,DataSource,Concentration_Units,MDL_Units,MassLoading_Units
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sulfur_PM2.5,,666.95,0.0131,0.008,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Tin_PM2.5,,7.11,0.0297,0.0181,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Titanium_PM2.5,,7.3,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Vanadium_PM2.5,,0.44,0.0004,0.0002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Zinc_PM2.5,,3.92,0.01,0.0061,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-26,09:45:19,11,3.53,7.2,EC_ftir,3.63472225328469,0.504822535178429,0.413856645997121,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-20,14:44:37,HIPS,3.53,7.2,HIPS_Fabs,,5.1418339,,,gridded,HIPS,Mm-1,,
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-20,14:44:37,HIPS,3.53,7.2,HIPS_Intercept,,2423.6,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-20,14:44:37,HIPS,3.53,7.2,HIPS_MDL,,1.568888889,1.568888889,,gridded,HIPS,Mm-1,Mm-1,
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-20,14:44:37,HIPS,3.53,7.2,HIPS_R1,,269.0,,,gridded,HIPS,K,,
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-20,14:44:37,HIPS,3.53,7.2,HIPS_Slope,,-6.033,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-20,14:44:37,HIPS,3.53,7.2,HIPS_T1,,721.0,,,gridded,HIPS,K,,
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-20,14:44:37,HIPS,3.53,7.2,HIPS_Uncertainty,,0.752534483,,0.752534483,gridded,HIPS,Mm-1,,
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-20,14:44:37,HIPS,3.53,7.2,HIPS_r,,0.66961421,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-20,14:44:37,HIPS,3.53,7.2,HIPS_t,,0.297491335,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-20,14:44:37,HIPS,3.53,7.2,HIPS_tau,,0.104875932,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-26,09:45:19,12,3.53,7.2,OC_ftir,15.1530079189629,2.10458443318929,0.871064091086527,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-26,09:45:19,PF,3.53,7.2,OM,24.4139567410547,3.39082732514649,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-26,09:45:19,PF,3.53,7.2,alcoholCOH,8.97651521675015,1.24673822454863,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-26,09:45:19,PF,3.53,7.2,alkaneCH,7.24174967648847,1.00579856617895,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-26,09:45:19,PF,3.53,7.2,carboxylicCOOH,2.39491003141178,0.332626393251636,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206042,USPA-0138-2,2022-08-15,PM2.5,251.0,2022-10-26,09:45:19,PF,3.53,7.2,naCO,5.80078181640432,0.805664141167266,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Aluminum_PM2.5,,59.95,0.019,0.0115,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_316,,,ChemSpec_Ammonium_Ion_PM2.5,,0.41,0.3186,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Antimony_PM2.5,,5.86,0.0265,0.0161,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Arsenic_PM2.5,,0.87,0.0016,0.001,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_221,,,ChemSpec_BC_PM2.5,,0.7,,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cadmium_PM2.5,,-2.31,0.0092,0.0056,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_316,,,ChemSpec_Calcium_Ion_PM2.5,,0.32,1.8345081827999996,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Calcium_PM2.5,,69.89,0.0321,0.0195,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cerium_PM2.5,,1.78,0.0011,0.0007,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chlorine_PM2.5,,11.87,0.075,0.0456,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chromium_PM2.5,,1.35,0.0037,0.0023,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cobalt_PM2.5,,-0.05,0.0007,0.0004,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Copper_PM2.5,,-2.4,0.0247,0.015,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.64,0.0535130718954248,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.05,0.0535130718954248,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_116,,,ChemSpec_Filter_PM2.5_mass,,7.71,,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Iron_PM2.5,,100.17,0.016,0.0098,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Lead_PM2.5,,0.43,0.0029,0.0018,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_316,,,ChemSpec_Magnesium_Ion_PM2.5,,0.02,0.0611730133333333,,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Magnesium_PM2.5,,-44.94,0.1634,0.0993,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Manganese_PM2.5,,1.92,0.0074,0.0045,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Nickel_PM2.5,,-0.91,0.0068,0.0042,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrate_Ion_PM2.5,,0.13,1.201635928,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrite_Ion_PM2.5,,0.02,0.3049276266666667,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,2.4,0.1168300653594771,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,0.12,0.1168300653594771,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_316,,,ChemSpec_Phosphate_Ion_PM2.5,,0.0,0.0,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_316,,,ChemSpec_Potassium_Ion_PM2.5,,0.06,0.30047124,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Potassium_PM2.5,,36.24,0.0424,0.0258,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Rubidium_PM2.5,,0.14,0.002,0.0012,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Selenium_PM2.5,,0.38,0.0005,0.0003,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Silicon_PM2.5,,171.69,0.0536,0.0326,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sodium_Ion_PM2.5,,0.18,0.4828359,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sodium_PM2.5,,196.83,0.1638,0.0996,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Strontium_PM2.5,,0.38,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sulfate_Ion_PM2.5,,1.36,0.2256273493333333,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sulfur_PM2.5,,702.37,0.0131,0.008,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Tin_PM2.5,,-4.95,0.0297,0.0181,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Titanium_PM2.5,,8.27,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Vanadium_PM2.5,,0.29,0.0004,0.0002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0139,2022-08-18,PM2.5,,,,ChemSpec_516,,,ChemSpec_Zinc_PM2.5,,3.75,0.01,0.0061,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-26,09:50:42,11,3.53,7.342588,EC_ftir,4.72491264392244,0.643494179970665,0.4058198350744,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-20,14:44:45,HIPS,3.53,7.342588,HIPS_Fabs,,7.023409482,,,gridded,HIPS,Mm-1,,
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-20,14:44:45,HIPS,3.53,7.342588,HIPS_Intercept,,2423.6,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-20,14:44:45,HIPS,3.53,7.342588,HIPS_MDL,,1.538422148,1.538422148,,gridded,HIPS,Mm-1,Mm-1,
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-20,14:44:45,HIPS,3.53,7.342588,HIPS_R1,,245.0,,,gridded,HIPS,K,,
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-20,14:44:45,HIPS,3.53,7.342588,HIPS_Slope,,-6.033,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-20,14:44:45,HIPS,3.53,7.342588,HIPS_T1,,817.0,,,gridded,HIPS,K,,
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-20,14:44:45,HIPS,3.53,7.342588,HIPS_Uncertainty,,0.7940977,,0.7940977,gridded,HIPS,Mm-1,,
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-20,14:44:45,HIPS,3.53,7.342588,HIPS_r,,0.609871678,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-20,14:44:45,HIPS,3.53,7.342588,HIPS_t,,0.337101832,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-20,14:44:45,HIPS,3.53,7.342588,HIPS_tau,,0.146090658,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-26,09:50:42,12,3.53,7.342588,OC_ftir,17.6256767269505,2.40047197622289,0.854148626590923,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-26,09:50:42,PF,3.53,7.342588,OM,20.4224715098292,2.78137238666111,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-26,09:50:42,PF,3.53,7.342588,alcoholCOH,4.81989786790944,0.656430385023569,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-26,09:50:42,PF,3.53,7.342588,alkaneCH,6.88563401615535,0.937766631622985,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-26,09:50:42,PF,3.53,7.342588,carboxylicCOOH,4.50740811920168,0.613871855427769,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206044,USPA-0139-3,2022-08-18,PM2.5,251.0,2022-10-26,09:50:42,PF,3.53,7.342588,naCO,4.20953150656279,0.57330351458679,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Aluminum_PM2.5,,57.57,0.019,0.0115,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_316,,,ChemSpec_Ammonium_Ion_PM2.5,,0.58,0.3186,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Antimony_PM2.5,,-0.29,0.0265,0.0161,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Arsenic_PM2.5,,0.64,0.0016,0.001,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_221,,,ChemSpec_BC_PM2.5,,0.45,,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cadmium_PM2.5,,-1.47,0.0092,0.0056,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_316,,,ChemSpec_Calcium_Ion_PM2.5,,0.27,1.8345081827999996,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Calcium_PM2.5,,30.25,0.0321,0.0195,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cerium_PM2.5,,0.98,0.0011,0.0007,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chlorine_PM2.5,,14.61,0.075,0.0456,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chromium_PM2.5,,0.15,0.0037,0.0023,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cobalt_PM2.5,,0.05,0.0007,0.0004,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Copper_PM2.5,,5.44,0.0247,0.015,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.47,0.0556944444444444,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.06,0.0556944444444444,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_116,,,ChemSpec_Filter_PM2.5_mass,,8.39,,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Iron_PM2.5,,52.7,0.016,0.0098,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Lead_PM2.5,,2.35,0.0029,0.0018,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_316,,,ChemSpec_Magnesium_Ion_PM2.5,,0.03,0.0611730133333333,,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Magnesium_PM2.5,,151.3,0.1634,0.0993,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Manganese_PM2.5,,0.83,0.0074,0.0045,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Nickel_PM2.5,,1.37,0.0068,0.0042,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrate_Ion_PM2.5,,0.13,1.201635928,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrite_Ion_PM2.5,,0.09,0.3049276266666667,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,2.26,0.1215277777777777,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,0.12,0.1215277777777777,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_316,,,ChemSpec_Phosphate_Ion_PM2.5,,0.0,0.0,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_316,,,ChemSpec_Potassium_Ion_PM2.5,,0.06,0.30047124,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Potassium_PM2.5,,33.29,0.0424,0.0258,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Rubidium_PM2.5,,-0.15,0.002,0.0012,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Selenium_PM2.5,,0.44,0.0005,0.0003,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Silicon_PM2.5,,117.06,0.0536,0.0326,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sodium_Ion_PM2.5,,0.24,0.4828359,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sodium_PM2.5,,362.45,0.1638,0.0996,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Strontium_PM2.5,,0.25,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sulfate_Ion_PM2.5,,1.95,0.2256273493333333,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sulfur_PM2.5,,843.11,0.0131,0.008,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Tin_PM2.5,,-14.76,0.0297,0.0181,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Titanium_PM2.5,,5.25,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Vanadium_PM2.5,,0.29,0.0004,0.0002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0140,2022-08-21,PM2.5,,,,ChemSpec_516,,,ChemSpec_Zinc_PM2.5,,5.25,0.01,0.0061,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,206045,USPA-0140-4,2022-08-21,PM2.5,251.0,2022-10-26,09:56:08,11,3.53,7.2,EC_ftir,3.42033775340057,0.475046910194524,0.413856645997121,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206045,USPA-0140-4,2022-08-21,PM2.5,251.0,2022-10-20,14:44:53,HIPS,3.53,7.2,HIPS_Fabs,,4.505198827,,,gridded,HIPS,Mm-1,,
USPA,34.199433,-118.17317,206045,USPA-0140-4,2022-08-21,PM2.5,251.0,2022-10-20,14:44:53,HIPS,3.53,7.2,HIPS_Intercept,,2423.6,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206045,USPA-0140-4,2022-08-21,PM2.5,251.0,2022-10-20,14:44:53,HIPS,3.53,7.2,HIPS_MDL,,1.568888889,1.568888889,,gridded,HIPS,Mm-1,Mm-1,
USPA,34.199433,-118.17317,206045,USPA-0140-4,2022-08-21,PM2.5,251.0,2022-10-20,14:44:53,HIPS,3.53,7.2,HIPS_R1,,246.0,,,gridded,HIPS,K,,
USPA,34.199433,-118.17317,206045,USPA-0140-4,2022-08-21,PM2.5,251.0,2022-10-20,14:44:53,HIPS,3.53,7.2,HIPS_Slope,,-6.033,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206045,USPA-0140-4,2022-08-21,PM2.5,251.0,2022-10-20,14:44:53,HIPS,3.53,7.2,HIPS_T1,,857.0,,,gridded,HIPS,K,,
