point_id,site,minimum_ec_mdl_multiple
Delhi:INDH-0142,Delhi,2.0
Delhi:INDH-0144,Delhi,2.0
Delhi:INDH-0145,Delhi,2.0
Delhi:INDH-0146,Delhi,2.0
Delhi:INDH-0147,Delhi,2.0
Delhi:INDH-0148,Delhi,2.0
Delhi:INDH-0149,Delhi,2.0
Delhi:INDH-0150,Delhi,2.0
Delhi:INDH-0152,Delhi,2.0
Delhi:INDH-0169,Delhi,2.0
Delhi:INDH-0170,Delhi,2.0
Delhi:INDH-0173,Delhi,2.0
Delhi:INDH-0174,Delhi,2.0
Delhi:INDH-0176,Delhi,2.0
Delhi:INDH-0016,Delhi,3.0
Delhi:INDH-0042,Delhi,3.0
Delhi:INDH-0048,Delhi,3.0
Delhi:INDH-0025,Delhi,3.0
Delhi:INDH-0026,Delhi,3.0
Delhi:INDH-0028,Delhi,3.0
Delhi:INDH-0029,Delhi,3.0
Delhi:INDH-0030,Delhi,3.0
Delhi:INDH-0032,Delhi,3.0
Delhi:INDH-0066,Delhi,3.0
Delhi:INDH-0067,Delhi,3.0
Delhi:INDH-0068,Delhi,3.0
Delhi:INDH-0070,Delhi,3.0
Delhi:INDH-0072,Delhi,3.0
Delhi:INDH-0082,Delhi,3.0
Delhi:INDH-0088,Delhi,3.0
Delhi:INDH-0162,Delhi,3.0
Delhi:INDH-0163,Delhi,3.0
Delhi:INDH-0164,Delhi,3.0
Delhi:INDH-0165,Delhi,3.0
Delhi:INDH-0166,Delhi,3.0
Delhi:INDH-0168,Delhi,3.0
Delhi:INDH-0129,Delhi,3.0
Delhi:INDH-0131,Delhi,3.0
Delhi:INDH-0132,Delhi,3.0
Delhi:INDH-0133,Delhi,3.0
Delhi:INDH-0134,Delhi,3.0
Delhi:INDH-0136,Delhi,3.0
Delhi:INDH-0137,Delhi,3.0
Delhi:INDH-0138,Delhi,3.0
Delhi:INDH-0140,Delhi,3.0
Delhi:INDH-0141,Delhi,3.0
Delhi:INDH-0142,Delhi,3.0
Delhi:INDH-0144,Delhi,3.0
Delhi:INDH-0145,Delhi,3.0
Delhi:INDH-0146,Delhi,3.0
Delhi:INDH-0147,Delhi,3.0
Delhi:INDH-0148,Delhi,3.0
Delhi:INDH-0149,Delhi,3.0
Delhi:INDH-0152,Delhi,3.0
Delhi:INDH-0169,Delhi,3.0
Delhi:INDH-0170,Delhi,3.0
Delhi:INDH-0173,Delhi,3.0
Delhi:INDH-0176,Delhi,3.0
Delhi:INDH-0016,Delhi,5.0
Delhi:INDH-0026,Delhi,5.0
Delhi:INDH-0028,Delhi,5.0
Delhi:INDH-0029,Delhi,5.0
Delhi:INDH-0032,Delhi,5.0
Delhi:INDH-0066,Delhi,5.0
Delhi:INDH-0068,Delhi,5.0
Delhi:INDH-0070,Delhi,5.0
Delhi:INDH-0072,Delhi,5.0
Delhi:INDH-0082,Delhi,5.0
Delhi:INDH-0088,Delhi,5.0
Delhi:INDH-0162,Delhi,5.0
Delhi:INDH-0163,Delhi,5.0
Delhi:INDH-0164,Delhi,5.0
Delhi:INDH-0165,Delhi,5.0
Delhi:INDH-0166,Delhi,5.0
Delhi:INDH-0168,Delhi,5.0
Delhi:INDH-0129,Delhi,5.0
Delhi:INDH-0131,Delhi,5.0
Delhi:INDH-0132,Delhi,5.0
Delhi:INDH-0133,Delhi,5.0
Delhi:INDH-0134,Delhi,5.0
Delhi:INDH-0137,Delhi,5.0
Delhi:INDH-0138,Delhi,5.0
Delhi:INDH-0140,Delhi,5.0
Delhi:INDH-0141,Delhi,5.0
Delhi:INDH-0142,Delhi,5.0
Delhi:INDH-0144,Delhi,5.0
Delhi:INDH-0145,Delhi,5.0
Delhi:INDH-0146,Delhi,5.0
Delhi:INDH-0147,Delhi,5.0
Delhi:INDH-0148,Delhi,5.0
JPL:USPA-0129,JPL,1.0
JPL:USPA-0130,JPL,1.0
JPL:USPA-0131,JPL,1.0
JPL:USPA-0132,JPL,1.0
JPL:USPA-0133,JPL,1.0
JPL:USPA-0134,JPL,1.0
JPL:USPA-0136,JPL,1.0
JPL:USPA-0137,JPL,1.0
JPL:USPA-0138,JPL,1.0
JPL:USPA-0139,JPL,1.0
JPL:USPA-0140,JPL,1.0
JPL:USPA-0141,JPL,1.0
JPL:USPA-0142,JPL,1.0
JPL:USPA-0144,JPL,1.0
JPL:USPA-0145,JPL,1.0
JPL:USPA-0146,JPL,1.0
JPL:USPA-0154,JPL,1.0
JPL:USPA-0155,JPL,1.0
JPL:USPA-0156,JPL,1.0
JPL:USPA-0157,JPL,1.0
JPL:USPA-0158,JPL,1.0
JPL:USPA-0160,JPL,1.0
JPL:USPA-0195,JPL,1.0
JPL:USPA-0196,JPL,1.0
JPL:USPA-0198,JPL,1.0
JPL:USPA-0201,JPL,1.0
JPL:USPA-0202,JPL,1.0
JPL:USPA-0210,JPL,1.0
JPL:USPA-0212,JPL,1.0
JPL:USPA-0216,JPL,1.0
JPL:USPA-0217,JPL,1.0
JPL:USPA-0225,JPL,1.0
JPL:USPA-0226,JPL,1.0
JPL:USPA-0228,JPL,1.0
JPL:USPA-0234,JPL,1.0
JPL:USPA-0235,JPL,1.0
JPL:USPA-0236,JPL,1.0
JPL:USPA-0240,JPL,1.0
JPL:USPA-0241,JPL,1.0
JPL:USPA-0242,JPL,1.0
JPL:USPA-0243,JPL,1.0
JPL:USPA-0244,JPL,1.0
JPL:USPA-0245,JPL,1.0
JPL:USPA-0249,JPL,1.0
JPL:USPA-0250,JPL,1.0
JPL:USPA-0252,JPL,1.0
JPL:USPA-0253,JPL,1.0
JPL:USPA-0254,JPL,1.0
JPL:USPA-0257,JPL,1.0
JPL:USPA-0258,JPL,1.0
JPL:USPA-0259,JPL,1.0
JPL:USPA-0260,JPL,1.0
JPL:USPA-0261,JPL,1.0
JPL:USPA-0262,JPL,1.0
JPL:USPA-0264,JPL,1.0
JPL:USPA-0265,JPL,1.0
JPL:USPA-0266,JPL,1.0
JPL:USPA-0267,JPL,1.0
JPL:USPA-0268,JPL,1.0
JPL:USPA-0269,JPL,1.0
JPL:USPA-0270,JPL,1.0
JPL:USPA-0272,JPL,1.0
JPL:USPA-0273,JPL,1.0
JPL:USPA-0278,JPL,1.0
JPL:USPA-0282,JPL,1.0
JPL:USPA-0283,JPL,1.0
JPL:USPA-0285,JPL,1.0
JPL:USPA-0286,JPL,1.0
JPL:USPA-0288,JPL,1.0
JPL:USPA-0289,JPL,1.0
JPL:USPA-0290,JPL,1.0
JPL:USPA-0291,JPL,1.0
JPL:USPA-0292,JPL,1.0
JPL:USPA-0293,JPL,1.0
JPL:USPA-0298,JPL,1.0
JPL:USPA-0299,JPL,1.0
JPL:USPA-0301,JPL,1.0
JPL:USPA-0302,JPL,1.0
JPL:USPA-0304,JPL,1.0
JPL:USPA-0305,JPL,1.0
JPL:USPA-0307,JPL,1.0
JPL:USPA-0308,JPL,1.0
JPL:USPA-0310,JPL,1.0
JPL:USPA-0312,JPL,1.0
JPL:USPA-0129,JPL,1.5
JPL:USPA-0131,JPL,1.5
JPL:USPA-0132,JPL,1.5
JPL:USPA-0133,JPL,1.5
JPL:USPA-0139,JPL,1.5
JPL:USPA-0144,JPL,1.5
JPL:USPA-0155,JPL,1.5
JPL:USPA-0157,JPL,1.5
JPL:USPA-0158,JPL,1.5
JPL:USPA-0198,JPL,1.5
JPL:USPA-0226,JPL,1.5
JPL:USPA-0228,JPL,1.5
JPL:USPA-0234,JPL,1.5
JPL:USPA-0235,JPL,1.5
JPL:USPA-0236,JPL,1.5
JPL:USPA-0242,JPL,1.5
JPL:USPA-0243,JPL,1.5
JPL:USPA-0244,JPL,1.5
JPL:USPA-0260,JPL,1.5
JPL:USPA-0261,JPL,1.5
JPL:USPA-0262,JPL,1.5
JPL:USPA-0265,JPL,1.5
JPL:USPA-0266,JPL,1.5
JPL:USPA-0268,JPL,1.5
JPL:USPA-0270,JPL,1.5
JPL:USPA-0293,JPL,1.5
JPL:USPA-0298,JPL,1.5
JPL:USPA-0308,JPL,1.5
JPL:USPA-0157,JPL,2.0
JPL:USPA-0158,JPL,2.0
JPL:USPA-0226,JPL,2.0
JPL:USPA-0236,JPL,2.0
JPL:USPA-0261,JPL,2.0
JPL:USPA-0293,JPL,2.0
JPL:USPA-0308,JPL,2.0
Addis_Ababa:ETAD-0017,Addis_Ababa,1.0
Addis_Ababa:ETAD-0018,Addis_Ababa,1.0
Addis_Ababa:ETAD-0019,Addis_Ababa,1.0
Addis_Ababa:ETAD-0020,Addis_Ababa,1.0
Addis_Ababa:ETAD-0021,Addis_Ababa,1.0
Addis_Ababa:ETAD-0022,Addis_Ababa,1.0
Addis_Ababa:ETAD-0024,Addis_Ababa,1.0
Addis_Ababa:ETAD-0033,Addis_Ababa,1.0
Addis_Ababa:ETAD-0034,Addis_Ababa,1.0
Addis_Ababa:ETAD-0035,Addis_Ababa,1.0
Addis_Ababa:ETAD-0036,Addis_Ababa,1.0
Addis_Ababa:ETAD-0037,Addis_Ababa,1.0
Addis_Ababa:ETAD-0038,Addis_Ababa,1.0
Addis_Ababa:ETAD-0040,Addis_Ababa,1.0
Addis_Ababa:ETAD-0001,Addis_Ababa,1.0
Addis_Ababa:ETAD-0002,Addis_Ababa,1.0
Addis_Ababa:ETAD-0003,Addis_Ababa,1.0
Addis_Ababa:ETAD-0004,Addis_Ababa,1.0
Addis_Ababa:ETAD-0005,Addis_Ababa,1.0
Addis_Ababa:ETAD-0006,Addis_Ababa,1.0
Addis_Ababa:ETAD-0008,Addis_Ababa,1.0
Addis_Ababa:ETAD-0041,Addis_Ababa,1.0
Addis_Ababa:ETAD-0042,Addis_Ababa,1.0
Addis_Ababa:ETAD-0043,Addis_Ababa,1.0
Addis_Ababa:ETAD-0044,Addis_Ababa,1.0
Addis_Ababa:ETAD-0045,Addis_Ababa,1.0
Addis_Ababa:ETAD-0046,Addis_Ababa,1.0
Addis_Ababa:ETAD-0049,Addis_Ababa,1.0
Addis_Ababa:ETAD-0050,Addis_Ababa,1.0
Addis_Ababa:ETAD-0051,Addis_Ababa,1.0
Addis_Ababa:ETAD-0052,Addis_Ababa,1.0
Addis_Ababa:ETAD-0053,Addis_Ababa,1.0
Addis_Ababa:ETAD-0054,Addis_Ababa,1.0
Addis_Ababa:ETAD-0056,Addis_Ababa,1.0
Addis_Ababa:ETAD-0057,Addis_Ababa,1.0
Addis_Ababa:ETAD-0058,Addis_Ababa,1.0
Addis_Ababa:ETAD-0059,Addis_Ababa,1.0
Addis_Ababa:ETAD-0060,Addis_Ababa,1.0
Addis_Ababa:ETAD-0061,Addis_Ababa,1.0
Addis_Ababa:ETAD-0062,Addis_Ababa,1.0
Addis_Ababa:ETAD-0064,Addis_Ababa,1.0
Addis_Ababa:ETAD-0065,Addis_Ababa,1.0
Addis_Ababa:ETAD-0066,Addis_Ababa,1.0
Addis_Ababa:ETAD-0067,Addis_Ababa,1.0
Addis_Ababa:ETAD-0068,Addis_Ababa,1.0
Addis_Ababa:ETAD-0069,Addis_Ababa,1.0
Addis_Ababa:ETAD-0070,Addis_Ababa,1.0
Addis_Ababa:ETAD-0072,Addis_Ababa,1.0
Addis_Ababa:ETAD-0073,Addis_Ababa,1.0
Addis_Ababa:ETAD-0074,Addis_Ababa,1.0
Addis_Ababa:ETAD-0075,Addis_Ababa,1.0
Addis_Ababa:ETAD-0076,Addis_Ababa,1.0
Addis_Ababa:ETAD-0077,Addis_Ababa,1.0
Addis_Ababa:ETAD-0078,Addis_Ababa,1.0
Addis_Ababa:ETAD-0080,Addis_Ababa,1.0
Addis_Ababa:ETAD-0081,Addis_Ababa,1.0
Addis_Ababa:ETAD-0082,Addis_Ababa,1.0
Addis_Ababa:ETAD-0083,Addis_Ababa,1.0
Addis_Ababa:ETAD-0084,Addis_Ababa,1.0
Addis_Ababa:ETAD-0085,Addis_Ababa,1.0
Addis_Ababa:ETAD-0086,Addis_Ababa,1.0
Addis_Ababa:ETAD-0088,Addis_Ababa,1.0
Addis_Ababa:ETAD-0089,Addis_Ababa,1.0
Addis_Ababa:ETAD-0090,Addis_Ababa,1.0
Addis_Ababa:ETAD-0091,Addis_Ababa,1.0
Addis_Ababa:ETAD-0092,Addis_Ababa,1.0
Addis_Ababa:ETAD-0093,Addis_Ababa,1.0
Addis_Ababa:ETAD-0094,Addis_Ababa,1.0
Addis_Ababa:ETAD-0096,Addis_Ababa,1.0
Addis_Ababa:ETAD-0097,Addis_Ababa,1.0
Addis_Ababa:ETAD-0098,Addis_Ababa,1.0
Addis_Ababa:ETAD-0099,Addis_Ababa,1.0
Addis_Ababa:ETAD-0100,Addis_Ababa,1.0
Addis_Ababa:ETAD-0101,Addis_Ababa,1.0
Addis_Ababa:ETAD-0102,Addis_Ababa,1.0
Addis_Ababa:ETAD-0104,Addis_Ababa,1.0
Addis_Ababa:ETAD-0105,Addis_Ababa,1.0
Addis_Ababa:ETAD-0106,Addis_Ababa,1.0
Addis_Ababa:ETAD-0107,Addis_Ababa,1.0
Addis_Ababa:ETAD-0108,Addis_Ababa,1.0
Addis_Ababa:ETAD-0109,Addis_Ababa,1.0
Addis_Ababa:ETAD-0110,Addis_Ababa,1.0
Addis_Ababa:ETAD-0112,Addis_Ababa,1.0
Addis_Ababa:ETAD-0113,Addis_Ababa,1.0
Addis_Ababa:ETAD-0114,Addis_Ababa,1.0
Addis_Ababa:ETAD-0115,Addis_Ababa,1.0
Addis_Ababa:ETAD-0116,Addis_Ababa,1.0
Addis_Ababa:ETAD-0117,Addis_Ababa,1.0
Addis_Ababa:ETAD-0118,Addis_Ababa,1.0
Addis_Ababa:ETAD-0120,Addis_Ababa,1.0
Addis_Ababa:ETAD-0121,Addis_Ababa,1.0
Addis_Ababa:ETAD-0128,Addis_Ababa,1.0
Addis_Ababa:ETAD-0129,Addis_Ababa,1.0
Addis_Ababa:ETAD-0130,Addis_Ababa,1.0
Addis_Ababa:ETAD-0131,Addis_Ababa,1.0
Addis_Ababa:ETAD-0132,Addis_Ababa,1.0
Addis_Ababa:ETAD-0133,Addis_Ababa,1.0
Addis_Ababa:ETAD-0134,Addis_Ababa,1.0
Addis_Ababa:ETAD-0136,Addis_Ababa,1.0
Addis_Ababa:ETAD-0137,Addis_Ababa,1.0
Addis_Ababa:ETAD-0138,Addis_Ababa,1.0
Addis_Ababa:ETAD-0139,Addis_Ababa,1.0
Addis_Ababa:ETAD-0140,Addis_Ababa,1.0
Addis_Ababa:ETAD-0141,Addis_Ababa,1.0
Addis_Ababa:ETAD-0142,Addis_Ababa,1.0
Addis_Ababa:ETAD-0144,Addis_Ababa,1.0
Addis_Ababa:ETAD-0145,Addis_Ababa,1.0
Addis_Ababa:ETAD-0146,Addis_Ababa,1.0
Addis_Ababa:ETAD-0147,Addis_Ababa,1.0
Addis_Ababa:ETAD-0148,Addis_Ababa,1.0
Addis_Ababa:ETAD-0149,Addis_Ababa,1.0
Addis_Ababa:ETAD-0150,Addis_Ababa,1.0
Addis_Ababa:ETAD-0152,Addis_Ababa,1.0
Addis_Ababa:ETAD-0153,Addis_Ababa,1.0
Addis_Ababa:ETAD-0154,Addis_Ababa,1.0
Addis_Ababa:ETAD-0155,Addis_Ababa,1.0
Addis_Ababa:ETAD-0156,Addis_Ababa,1.0
Addis_Ababa:ETAD-0157,Addis_Ababa,1.0
Addis_Ababa:ETAD-0158,Addis_Ababa,1.0
Addis_Ababa:ETAD-0160,Addis_Ababa,1.0
Addis_Ababa:ETAD-0161,Addis_Ababa,1.0
Addis_Ababa:ETAD-0162,Addis_Ababa,1.0
Addis_Ababa:ETAD-0163,Addis_Ababa,1.0
Addis_Ababa:ETAD-0164,Addis_Ababa,1.0
Addis_Ababa:ETAD-0165,Addis_Ababa,1.0
Addis_Ababa:ETAD-0166,Addis_Ababa,1.0
Addis_Ababa:ETAD-0168,Addis_Ababa,1.0
Addis_Ababa:ETAD-0169,Addis_Ababa,1.0
Addis_Ababa:ETAD-0170,Addis_Ababa,1.0
Addis_Ababa:ETAD-0171,Addis_Ababa,1.0
Addis_Ababa:ETAD-0172,Addis_Ababa,1.0
Addis_Ababa:ETAD-0173,Addis_Ababa,1.0
Addis_Ababa:ETAD-0174,Addis_Ababa,1.0
Addis_Ababa:ETAD-0176,Addis_Ababa,1.0
Addis_Ababa:ETAD-0177,Addis_Ababa,1.0
Addis_Ababa:ETAD-0178,Addis_Ababa,1.0
Addis_Ababa:ETAD-0179,Addis_Ababa,1.0
Addis_Ababa:ETAD-0180,Addis_Ababa,1.0
Addis_Ababa:ETAD-0181,Addis_Ababa,1.0
Addis_Ababa:ETAD-0182,Addis_Ababa,1.0
Addis_Ababa:ETAD-0184,Addis_Ababa,1.0
Addis_Ababa:ETAD-0185,Addis_Ababa,1.0
Addis_Ababa:ETAD-0186,Addis_Ababa,1.0
Addis_Ababa:ETAD-0187,Addis_Ababa,1.0
Addis_Ababa:ETAD-0188,Addis_Ababa,1.0
Addis_Ababa:ETAD-0189,Addis_Ababa,1.0
Addis_Ababa:ETAD-0190,Addis_Ababa,1.0
Addis_Ababa:ETAD-0192,Addis_Ababa,1.0
Addis_Ababa:ETAD-0193,Addis_Ababa,1.0
Addis_Ababa:ETAD-0194,Addis_Ababa,1.0
Addis_Ababa:ETAD-0195,Addis_Ababa,1.0
Addis_Ababa:ETAD-0196,Addis_Ababa,1.0
Addis_Ababa:ETAD-0197,Addis_Ababa,1.0
Addis_Ababa:ETAD-0198,Addis_Ababa,1.0
Addis_Ababa:ETAD-0200,Addis_Ababa,1.0
Addis_Ababa:ETAD-0201,Addis_Ababa,1.0
Addis_Ababa:ETAD-0202,Addis_Ababa,1.0
Addis_Ababa:ETAD-0203,Addis_Ababa,1.0
Addis_Ababa:ETAD-0204,Addis_Ababa,1.0
Addis_Ababa:ETAD-0205,Addis_Ababa,1.0
Addis_Ababa:ETAD-0206,Addis_Ababa,1.0
Addis_Ababa:ETAD-0208,Addis_Ababa,1.0
Addis_Ababa:ETAD-0217,Addis_Ababa,1.0
Addis_Ababa:ETAD-0218,Addis_Ababa,1.0
Addis_Ababa:ETAD-0219,Addis_Ababa,1.0
Addis_Ababa:ETAD-0220,Addis_Ababa,1.0
Addis_Ababa:ETAD-0221,Addis_Ababa,1.0
Addis_Ababa:ETAD-0222,Addis_Ababa,1.0
Addis_Ababa:ETAD-0224,Addis_Ababa,1.0
Addis_Ababa:ETAD-0225,Addis_Ababa,1.0
Addis_Ababa:ETAD-0226,Addis_Ababa,1.0
Addis_Ababa:ETAD-0227,Addis_Ababa,1.0
Addis_Ababa:ETAD-0228,Addis_Ababa,1.0
Addis_Ababa:ETAD-0229,Addis_Ababa,1.0
Addis_Ababa:ETAD-0230,Addis_Ababa,1.0
Addis_Ababa:ETAD-0232,Addis_Ababa,1.0
Addis_Ababa:ETAD-0233,Addis_Ababa,1.0
Addis_Ababa:ETAD-0234,Addis_Ababa,1.0
Addis_Ababa:ETAD-0235,Addis_Ababa,1.0
Addis_Ababa:ETAD-0236,Addis_Ababa,1.0
Addis_Ababa:ETAD-0237,Addis_Ababa,1.0
Addis_Ababa:ETAD-0238,Addis_Ababa,1.0
Addis_Ababa:ETAD-0240,Addis_Ababa,1.0
Addis_Ababa:ETAD-0241,Addis_Ababa,1.0
Addis_Ababa:ETAD-0248,Addis_Ababa,1.0
Addis_Ababa:ETAD-0242,Addis_Ababa,1.0
Addis_Ababa:ETAD-0243,Addis_Ababa,1.0
Addis_Ababa:ETAD-0244,Addis_Ababa,1.0
Addis_Ababa:ETAD-0245,Addis_Ababa,1.0
Addis_Ababa:ETAD-0246,Addis_Ababa,1.0
Addis_Ababa:ETAD-0017,Addis_Ababa,1.5
Addis_Ababa:ETAD-0018,Addis_Ababa,1.5
Addis_Ababa:ETAD-0019,Addis_Ababa,1.5
Addis_Ababa:ETAD-0020,Addis_Ababa,1.5
Addis_Ababa:ETAD-0021,Addis_Ababa,1.5
Addis_Ababa:ETAD-0022,Addis_Ababa,1.5
Addis_Ababa:ETAD-0024,Addis_Ababa,1.5
Addis_Ababa:ETAD-0033,Addis_Ababa,1.5
Addis_Ababa:ETAD-0034,Addis_Ababa,1.5
Addis_Ababa:ETAD-0035,Addis_Ababa,1.5
Addis_Ababa:ETAD-0036,Addis_Ababa,1.5
Addis_Ababa:ETAD-0038,Addis_Ababa,1.5
Addis_Ababa:ETAD-0040,Addis_Ababa,1.5
Addis_Ababa:ETAD-0001,Addis_Ababa,1.5
Addis_Ababa:ETAD-0002,Addis_Ababa,1.5
Addis_Ababa:ETAD-0003,Addis_Ababa,1.5
Addis_Ababa:ETAD-0004,Addis_Ababa,1.5
Addis_Ababa:ETAD-0005,Addis_Ababa,1.5
Addis_Ababa:ETAD-0006,Addis_Ababa,1.5
Addis_Ababa:ETAD-0008,Addis_Ababa,1.5
Addis_Ababa:ETAD-0041,Addis_Ababa,1.5
Addis_Ababa:ETAD-0042,Addis_Ababa,1.5
Addis_Ababa:ETAD-0043,Addis_Ababa,1.5
Addis_Ababa:ETAD-0044,Addis_Ababa,1.5
Addis_Ababa:ETAD-0045,Addis_Ababa,1.5
Addis_Ababa:ETAD-0046,Addis_Ababa,1.5
Addis_Ababa:ETAD-0049,Addis_Ababa,1.5
Addis_Ababa:ETAD-0050,Addis_Ababa,1.5
Addis_Ababa:ETAD-0051,Addis_Ababa,1.5
Addis_Ababa:ETAD-0052,Addis_Ababa,1.5
Addis_Ababa:ETAD-0053,Addis_Ababa,1.5
Addis_Ababa:ETAD-0054,Addis_Ababa,1.5
Addis_Ababa:ETAD-0056,Addis_Ababa,1.5
Addis_Ababa:ETAD-0057,Addis_Ababa,1.5
Addis_Ababa:ETAD-0058,Addis_Ababa,1.5
Addis_Ababa:ETAD-0059,Addis_Ababa,1.5
Addis_Ababa:ETAD-0060,Addis_Ababa,1.5
Addis_Ababa:ETAD-0061,Addis_Ababa,1.5
Addis_Ababa:ETAD-0062,Addis_Ababa,1.5
Addis_Ababa:ETAD-0064,Addis_Ababa,1.5
Addis_Ababa:ETAD-0065,Addis_Ababa,1.5
Addis_Ababa:ETAD-0066,Addis_Ababa,1.5
Addis_Ababa:ETAD-0067,Addis_Ababa,1.5
Addis_Ababa:ETAD-0068,Addis_Ababa,1.5
Addis_Ababa:ETAD-0069,Addis_Ababa,1.5
Addis_Ababa:ETAD-0070,Addis_Ababa,1.5
Addis_Ababa:ETAD-0072,Addis_Ababa,1.5
Addis_Ababa:ETAD-0073,Addis_Ababa,1.5
Addis_Ababa:ETAD-0074,Addis_Ababa,1.5
Addis_Ababa:ETAD-0075,Addis_Ababa,1.5
Addis_Ababa:ETAD-0076,Addis_Ababa,1.5
Addis_Ababa:ETAD-0077,Addis_Ababa,1.5
Addis_Ababa:ETAD-0078,Addis_Ababa,1.5
Addis_Ababa:ETAD-0080,Addis_Ababa,1.5
Addis_Ababa:ETAD-0081,Addis_Ababa,1.5
Addis_Ababa:ETAD-0082,Addis_Ababa,1.5
Addis_Ababa:ETAD-0083,Addis_Ababa,1.5
Addis_Ababa:ETAD-0084,Addis_Ababa,1.5
Addis_Ababa:ETAD-0085,Addis_Ababa,1.5
Addis_Ababa:ETAD-0086,Addis_Ababa,1.5
Addis_Ababa:ETAD-0088,Addis_Ababa,1.5
Addis_Ababa:ETAD-0089,Addis_Ababa,1.5
Addis_Ababa:ETAD-0090,Addis_Ababa,1.5
Addis_Ababa:ETAD-0091,Addis_Ababa,1.5
Addis_Ababa:ETAD-0092,Addis_Ababa,1.5
Addis_Ababa:ETAD-0093,Addis_Ababa,1.5
Addis_Ababa:ETAD-0094,Addis_Ababa,1.5
Addis_Ababa:ETAD-0096,Addis_Ababa,1.5
Addis_Ababa:ETAD-0097,Addis_Ababa,1.5
Addis_Ababa:ETAD-0098,Addis_Ababa,1.5
Addis_Ababa:ETAD-0099,Addis_Ababa,1.5
Addis_Ababa:ETAD-0100,Addis_Ababa,1.5
Addis_Ababa:ETAD-0101,Addis_Ababa,1.5
Addis_Ababa:ETAD-0102,Addis_Ababa,1.5
Addis_Ababa:ETAD-0104,Addis_Ababa,1.5
Addis_Ababa:ETAD-0105,Addis_Ababa,1.5
Addis_Ababa:ETAD-0106,Addis_Ababa,1.5
Addis_Ababa:ETAD-0107,Addis_Ababa,1.5
Addis_Ababa:ETAD-0108,Addis_Ababa,1.5
Addis_Ababa:ETAD-0109,Addis_Ababa,1.5
Addis_Ababa:ETAD-0110,Addis_Ababa,1.5
Addis_Ababa:ETAD-0112,Addis_Ababa,1.5
Addis_Ababa:ETAD-0113,Addis_Ababa,1.5
Addis_Ababa:ETAD-0114,Addis_Ababa,1.5
Addis_Ababa:ETAD-0115,Addis_Ababa,1.5
Addis_Ababa:ETAD-0116,Addis_Ababa,1.5
Addis_Ababa:ETAD-0117,Addis_Ababa,1.5
Addis_Ababa:ETAD-0118,Addis_Ababa,1.5
Addis_Ababa:ETAD-0120,Addis_Ababa,1.5
Addis_Ababa:ETAD-0121,Addis_Ababa,1.5
Addis_Ababa:ETAD-0128,Addis_Ababa,1.5
Addis_Ababa:ETAD-0129,Addis_Ababa,1.5
Addis_Ababa:ETAD-0130,Addis_Ababa,1.5
Addis_Ababa:ETAD-0131,Addis_Ababa,1.5
Addis_Ababa:ETAD-0132,Addis_Ababa,1.5
Addis_Ababa:ETAD-0133,Addis_Ababa,1.5
Addis_Ababa:ETAD-0134,Addis_Ababa,1.5
Addis_Ababa:ETAD-0136,Addis_Ababa,1.5
Addis_Ababa:ETAD-0137,Addis_Ababa,1.5
Addis_Ababa:ETAD-0138,Addis_Ababa,1.5
Addis_Ababa:ETAD-0139,Addis_Ababa,1.5
Addis_Ababa:ETAD-0140,Addis_Ababa,1.5
Addis_Ababa:ETAD-0141,Addis_Ababa,1.5
Addis_Ababa:ETAD-0142,Addis_Ababa,1.5
Addis_Ababa:ETAD-0144,Addis_Ababa,1.5
Addis_Ababa:ETAD-0145,Addis_Ababa,1.5
Addis_Ababa:ETAD-0146,Addis_Ababa,1.5
Addis_Ababa:ETAD-0147,Addis_Ababa,1.5
Addis_Ababa:ETAD-0148,Addis_Ababa,1.5
Addis_Ababa:ETAD-0149,Addis_Ababa,1.5
Addis_Ababa:ETAD-0150,Addis_Ababa,1.5
Addis_Ababa:ETAD-0152,Addis_Ababa,1.5
Addis_Ababa:ETAD-0153,Addis_Ababa,1.5
Addis_Ababa:ETAD-0154,Addis_Ababa,1.5
Addis_Ababa:ETAD-0155,Addis_Ababa,1.5
Addis_Ababa:ETAD-0156,Addis_Ababa,1.5
Addis_Ababa:ETAD-0157,Addis_Ababa,1.5
Addis_Ababa:ETAD-0158,Addis_Ababa,1.5
Addis_Ababa:ETAD-0160,Addis_Ababa,1.5
Addis_Ababa:ETAD-0161,Addis_Ababa,1.5
Addis_Ababa:ETAD-0162,Addis_Ababa,1.5
Addis_Ababa:ETAD-0163,Addis_Ababa,1.5
Addis_Ababa:ETAD-0164,Addis_Ababa,1.5
Addis_Ababa:ETAD-0165,Addis_Ababa,1.5
Addis_Ababa:ETAD-0166,Addis_Ababa,1.5
Addis_Ababa:ETAD-0168,Addis_Ababa,1.5
Addis_Ababa:ETAD-0169,Addis_Ababa,1.5
Addis_Ababa:ETAD-0170,Addis_Ababa,1.5
Addis_Ababa:ETAD-0171,Addis_Ababa,1.5
Addis_Ababa:ETAD-0172,Addis_Ababa,1.5
Addis_Ababa:ETAD-0173,Addis_Ababa,1.5
Addis_Ababa:ETAD-0174,Addis_Ababa,1.5
Addis_Ababa:ETAD-0176,Addis_Ababa,1.5
Addis_Ababa:ETAD-0177,Addis_Ababa,1.5
Addis_Ababa:ETAD-0178,Addis_Ababa,1.5
Addis_Ababa:ETAD-0179,Addis_Ababa,1.5
Addis_Ababa:ETAD-0180,Addis_Ababa,1.5
