site,population,scheme,block,metadata_field,reported_value,n,ec_min,ec_max,mdl_min,mdl_max,ols_mean_signed_error,ols_mae,ols_rmse,median_mean_signed_error,median_mae,median_rmse,mae_improvement,mae_improvement_pct
Addis_Ababa,mdl_3x,leave_quarter_out,2023Q2,ftir_CalibrationSetId,11,28,1.90446116072198,9.84021969992934,0.409759055442694,0.419307645387154,-0.4643906415111215,3.0018103083895005,4.0087763121970506,-5.1638009175,9.527649109642855,11.9917810057066,6.525838801253355,68.493693734466
Addis_Ababa,mdl_3x,leave_quarter_out,2023Q3,ftir_CalibrationSetId,11,28,3.43937872823145,10.5333537907337,0.404947794517731,0.431100672913667,1.633139785078103,3.3718998156053144,4.349017929427013,-8.074600191071431,10.077009112499999,12.348962106177453,6.705109296894685,66.5386844651887
Addis_Ababa,mdl_3x,leave_quarter_out,2023Q4,ftir_CalibrationSetId,11,26,2.23594182575397,4.14642906938964,0.404947794517731,0.419307645387154,0.08802445774150414,2.55335841255029,3.218157097498543,7.213592958461538,7.380482303076922,8.510390004595926,4.827123890526632,65.40390847511694
Addis_Ababa,mdl_3x,leave_quarter_out,2024Q1,ftir_CalibrationSetId,11,31,2.42463370413565,6.96258987683994,0.404947794517731,0.431325321518625,2.224704051864631,3.99029981564537,5.344183290377825,4.860354668064512,7.413803896451613,9.068286550822343,3.423504080806243,46.17742967877525
Addis_Ababa,mdl_3x,leave_quarter_out,2024Q2,ftir_CalibrationSetId,11,23,2.93608135081302,11.7351130556244,0.404947794517731,0.424033448767542,-1.0189352321155152,4.2693884141114085,5.315382684923661,-8.734616111521744,10.690362687173916,12.891132493987662,6.420974273062508,60.06320328838108
Addis_Ababa,mdl_3x,leave_quarter_out,2024Q3,ftir_CalibrationSetId,11,19,3.43072578969257,11.136414801705,0.404947794517731,1.43700224304556,1.892561903944733,5.664238125907318,7.859825552923681,-10.248394838421058,12.031616664736847,15.694884734253044,6.367378538829529,52.92205292320785
Addis_Ababa,mdl_3x,later_period,2023Q2,ftir_CalibrationSetId,11,28,1.90446116072198,9.84021969992934,0.409759055442694,0.419307645387154,6.186959638004895,6.4599369428458475,7.950166999064247,-8.419863492500001,10.577589865714286,13.712478733095123,4.117652922868438,38.928082626981116
Addis_Ababa,mdl_3x,later_period,2023Q3,ftir_CalibrationSetId,11,28,3.43937872823145,10.5333537907337,0.404947794517731,0.431100672913667,2.993560794775647,3.982373385640272,5.0313199799985515,-8.121368596071434,10.103733915357143,12.379593076002585,6.1213605297168705,60.58513200167242
Addis_Ababa,mdl_3x,later_period,2023Q4,ftir_CalibrationSetId,11,26,2.23594182575397,4.14642906938964,0.404947794517731,0.419307645387154,1.0509820935542054,2.6069117632596814,3.410082611893451,6.045373488461541,6.345756450769233,7.54568454647781,3.738844687509552,58.918817898476526
Addis_Ababa,mdl_3x,later_period,2024Q1,ftir_CalibrationSetId,11,31,2.42463370413565,6.96258987683994,0.404947794517731,0.431325321518625,2.3216920809823707,3.996181951817251,5.3684521366595925,3.2133720030645176,6.717303242096774,8.302802725497443,2.7211212902795228,40.50913279046991
Addis_Ababa,mdl_3x,later_period,2024Q2,ftir_CalibrationSetId,11,23,2.93608135081302,11.7351130556244,0.404947794517731,0.424033448767542,-0.6894063039217364,4.238359294245439,5.277903284691576,-9.718386056521737,11.331951781739129,13.576995466799179,7.09359248749369,62.59815276415717
Addis_Ababa,mdl_3x,later_period,2024Q3,ftir_CalibrationSetId,11,19,3.43072578969257,11.136414801705,0.404947794517731,1.43700224304556,1.892561903944733,5.664238125907318,7.859825552923681,-10.248394838421058,12.031616664736847,15.694884734253044,6.367378538829529,52.92205292320785
Addis_Ababa,mdl_5x,leave_quarter_out,2022Q4,ftir_CalibrationSetId,17,7,2.54716121453745,4.44446651940708,0.464676223281463,0.477235040126908,-6.463224084027227,6.525341148781217,7.771093514193732,-0.22730356571428395,5.191398048571429,6.788784139432745,-1.3339431002097877,-25.695257572800887
