source_row,Site,Latitude_unified,Longitude_unified,Barcode,FilterId_unified,SampleDate,FilterType,LotId,AnalysisDate,AnalysisTime,CalibrationSetId,DepositArea_cm2,Volume_m3,Parameter,MassLoading_ug,Concentration,MDL_unified,Uncertainty,FilterComments,DataSource,Concentration_Units,MDL_Units,MassLoading_Units,base_filter_id,parsed_date,value_key,mdl_key,export_source_row,Site_Code,Latitude_export,Longitude_export,Elevation_meters,Filter_ID,Start_Year_local,Start_Month_local,Start_Day_local,Start_hour_local,End_Year_local,End_Month_local,End_Day_local,End_hour_local,Hours_sampled,Parameter_Code,Parameter_Name,Value,Units,Analytical_MDL,MDL_export,UNC,Method_Code,Collection_Description,Analysis_Description,Conditions,Flag,export_file,export_sha256,export_header,FilterId_export,method_key,source_value_match,source_mdl_match,interpretation,authoritative_value_selected,historical_importer_commit,historical_importer_sha256
5859,CHTS,40.004,116.326,,CHTS-0658,2022-07-05,PM2.5,,,,ChemSpec_217,,,ChemSpec_EC_PM2.5,,0.93,0.06375,,,ChemSpec,ug/m3,ug/m3,,CHTS-0658,2022-07-05,0.93,0.06375,5883,CHTS,40.004,116.326,92.0,CHTS-0658,2022,7,5,9.0,2022,7,13,9.0,24.0,28203,EC PM2.5,0.93,Micrograms per cubic meter (ug/m3),,0.06375,,217,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,FTIR,Ambient local,,/Users/ahmadjalil/github/aethmodular/research/filter_combine/FilterBased_ChemSpecPM25_CHTS.csv,ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61,"# File Updated: 2025-07-29
# Data version 3.0
# Site: Beijing, China",CHTS-0658,ChemSpec_217,True,True,both competing concentration values already present in earlier CSV; upstream role unresolved,False,c91542c705254dd7e7e7271bc36789388d225dc3,a6fda4ea34e7c6d5f3c058ccd56e23d36c2afe07fee3dd8ee9072a80eeae197f
5860,CHTS,40.004,116.326,,CHTS-0658,2022-07-05,PM2.5,,,,ChemSpec_217,,,ChemSpec_EC_PM2.5,,0.06,0.06375,,,ChemSpec,ug/m3,ug/m3,,CHTS-0658,2022-07-05,0.06,0.06375,5884,CHTS,40.004,116.326,92.0,CHTS-0658,2022,7,5,9.0,2022,7,13,9.0,24.0,28203,EC PM2.5,0.06,Micrograms per cubic meter (ug/m3),,0.06375,,217,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,FTIR,Ambient local,,/Users/ahmadjalil/github/aethmodular/research/filter_combine/FilterBased_ChemSpecPM25_CHTS.csv,ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61,"# File Updated: 2025-07-29
# Data version 3.0
# Site: Beijing, China",CHTS-0658,ChemSpec_217,True,True,both competing concentration values already present in earlier CSV; upstream role unresolved,False,c91542c705254dd7e7e7271bc36789388d225dc3,a6fda4ea34e7c6d5f3c058ccd56e23d36c2afe07fee3dd8ee9072a80eeae197f
