site,n,median,p25,p75,network,ratio
SOGP1,590,4.9960200735668465,3.856590911052832,6.798440611077675,IMPROVE,OC_EC
SAGA1,1727,5.02928432690871,3.7776185715218054,6.766378071301537,IMPROVE,OC_EC
MORA1,2402,5.030635103387114,3.8476216711266296,6.917451504445249,IMPROVE,OC_EC
GRSM1,2537,5.051659396927746,4.03033676593376,6.485109436670254,IMPROVE,OC_EC
PACK1,2015,5.054365225957395,3.9716548798067604,6.865242667949943,IMPROVE,OC_EC
ELLI1,1451,5.056057866184448,3.801976164544236,6.824748080438467,IMPROVE,OC_EC
SIPS1,2372,5.061417029921813,4.036487985126272,6.595040745718903,IMPROVE,OC_EC
LYEB1,1420,5.063382347330065,3.780756305016957,7.282309118013624,IMPROVE,OC_EC
HALE1,967,5.080874316939891,3.5765190612827933,7.325418941818867,IMPROVE,OC_EC
PMRF1,2560,5.086790358042487,3.9783160711360286,6.912174979697809,IMPROVE,OC_EC
SACR1,2456,5.103618742205251,3.6395898959777115,7.124770445711993,IMPROVE,OC_EC
EVER1,2378,5.142167282266033,3.6825699238066902,8.04902128713382,IMPROVE,OC_EC
HEGL1,2569,5.179951690821255,4.191796216519947,6.7116392869626,IMPROVE,OC_EC
LIGO1,2505,5.206181129476584,4.170197985411601,6.4875076173065205,IMPROVE,OC_EC
BIBE1,2454,5.249056696633637,3.9589947020493463,7.245510087676154,IMPROVE,OC_EC
TONT1,2458,5.249974838420217,3.8298763106993787,7.213244622539282,IMPROVE,OC_EC
WIMO1,2326,5.287449542867,4.057332628152243,7.033473627851374,IMPROVE,OC_EC
WHRI1,2369,5.307964601769911,3.062025316455696,8.193877551020408,IMPROVE,OC_EC
ORPI1,2496,5.317453582569204,3.69721677113233,8.202275906095274,IMPROVE,OC_EC
SIAN1,1239,5.3278791692888605,3.9724903081737195,7.366820523856522,IMPROVE,OC_EC
LTCC1,1217,5.367889204673614,3.653574389136699,7.57804632426989,IMPROVE,OC_EC
WEMI1,2527,5.369276674554995,3.71974925519495,7.733885615472993,IMPROVE,OC_EC
FCPC1,939,5.421679313961379,4.0852352870890565,7.608709930300561,IMPROVE,OC_EC
GRGU1,2372,5.440234418794272,4.0856318497603885,7.875674139551018,IMPROVE,OC_EC
SENE1,2444,5.446226794300196,4.117243929495871,8.148780014552509,IMPROVE,OC_EC
ZICA1,2384,5.4563392043683585,3.9309744762601775,7.689240716180372,IMPROVE,OC_EC
THBA1,1606,5.4602564102564095,3.4822571840836756,8.549514120349519,IMPROVE,OC_EC
SIKE1,896,5.493007623007623,4.329687789349817,7.156690869286909,IMPROVE,OC_EC
STIL1,1692,5.495124754202966,4.4356819988994705,6.8462526725940815,IMPROVE,OC_EC
CHIR1,2461,5.5080264400377725,3.8834290576473087,7.77088948787062,IMPROVE,OC_EC
MELA1,2400,5.516917164293653,3.735824229097772,8.282608243821409,IMPROVE,OC_EC
MAVI1,2418,5.531801903276581,4.084681293403816,7.95699638443689,IMPROVE,OC_EC
UPBU1,2410,5.542476350656756,4.421709333701745,7.31425096099628,IMPROVE,OC_EC
CRES1,1489,5.564880112834978,3.9365482233502536,7.945597709377238,IMPROVE,OC_EC
INGA1,1057,5.570660522273425,4.175807663410969,7.4125000000000005,IMPROVE,OC_EC
COHU1,2272,5.586054677744483,4.463920215056719,7.197313234462454,IMPROVE,OC_EC
MEAD1,1919,5.591101405759519,3.889067237381844,8.1965190816935,IMPROVE,OC_EC
KPBO1,985,5.6070615034168565,3.759103641456582,9.24202300846538,IMPROVE,OC_EC
ISLE1,2380,5.653920749814402,4.118096019667891,8.443223493456626,IMPROVE,OC_EC
PINN1,2506,5.686655686631315,4.194861213550265,8.380914307228064,IMPROVE,OC_EC
DEVA1,1117,5.716312056737589,4.081712062256809,7.7541567695962,IMPROVE,OC_EC
GUMO1,2379,5.717391304347826,3.8569602081420262,8.155818953006808,IMPROVE,OC_EC
GRCA2,2370,5.753015424157758,3.9886240358692437,8.378208596311637,IMPROVE,OC_EC
IKBA1,2165,5.796928327645051,4.2267290223941005,8.03756906077348,IMPROVE,OC_EC
CEBL1,2566,5.7985614833989,4.258143689883215,8.011931851113623,IMPROVE,OC_EC
ROMA1,2518,5.830359149774168,4.4850583100447725,8.06178448957779,IMPROVE,OC_EC
BAND1,2496,5.833442936647668,4.200159007569319,8.165005177546705,IMPROVE,OC_EC
SHRO1,2205,5.872040072859745,4.563714902807775,7.797195253505933,IMPROVE,OC_EC
CACO1,2354,5.87486614432318,4.3016824225011305,8.432780013743006,IMPROVE,OC_EC
MAKA1,462,5.876149794818449,4.533082995887874,8.08220953067515,IMPROVE,OC_EC
OKEF1,2550,5.878913683088731,4.557223558523738,8.106694962415625,IMPROVE,OC_EC
ACAD1,2543,5.881964117091596,4.454691338216232,8.220422301925838,IMPROVE,OC_EC
CACR1,2473,5.892087961913399,4.664961636828644,7.902513368983957,IMPROVE,OC_EC
MAPA1,81,5.910926980838943,4.251143043762247,9.003273322422258,IMPROVE,OC_EC
NEBR1,2071,5.9115710253998115,4.290410816809899,7.998573633971864,IMPROVE,OC_EC
CANY1,2355,5.967741935483872,4.131857278195241,8.531032569238096,IMPROVE,OC_EC
BALD1,2386,5.9694282475305265,4.303413865546219,8.34386134674207,IMPROVE,OC_EC
CRLA1,2307,5.988503387394785,3.2764859464360607,9.337208371624726,IMPROVE,OC_EC
SAMA1,2364,5.993910477116057,4.553507878647422,8.637195417462742,IMPROVE,OC_EC
DINO1,705,6.126232409201989,4.373418803418803,8.568597267654415,IMPROVE,OC_EC
WICA1,2439,6.181509754028838,4.1957861126546145,8.775505127364674,IMPROVE,OC_EC
CAPI1,2378,6.187128169421007,4.131151140876355,8.988746255321386,IMPROVE,OC_EC
BRCA1,2343,6.248920209138441,4.608634557071903,8.333373082120996,IMPROVE,OC_EC
PETE1,425,6.270833333333334,3.5896103896103893,10.344067796610169,IMPROVE,OC_EC
OLYM1,2462,6.277521433250733,4.744462934152569,8.710537347560976,IMPROVE,OC_EC
WHIT1,2358,6.280840084075801,4.457371464926012,8.968602152088623,IMPROVE,OC_EC
MOHO1,2025,6.347328244274809,4.430555555555555,9.13653603034134,IMPROVE,OC_EC
ROMO1,2410,6.352902019732343,4.571009194680277,8.504971002485501,IMPROVE,OC_EC
MOOS1,2394,6.36566054874849,4.738526978735471,9.170966136557652,IMPROVE,OC_EC
BOWA1,2305,6.411764705882352,4.603761278399825,9.658,IMPROVE,OC_EC
SWAN1,2157,6.414536271491334,4.761010830324909,9.300581088219756,IMPROVE,OC_EC
FOPE1,2158,6.418834052750453,4.482727224871246,9.209501348329084,IMPROVE,OC_EC
WHPE1,2187,6.432314410480349,4.099572384569672,9.085463734330386,IMPROVE,OC_EC
MEVE1,2436,6.43712962032945,4.583671163960273,8.923242012541056,IMPROVE,OC_EC
GICL1,2304,6.440645992813623,4.7613798646450505,8.804612584518205,IMPROVE,OC_EC
SHMI1,2269,6.462534690101758,4.528137921368001,9.446839080459771,IMPROVE,OC_EC
VOYA2,2351,6.5289575289575295,4.658622720646079,9.36691887922594,IMPROVE,OC_EC
WHPA1,1865,6.545326278659612,3.878461538461538,9.316045380875202,IMPROVE,OC_EC
BRLA1,93,6.567465321563683,4.7468030690537075,9.225427350427351,IMPROVE,OC_EC
SAPE1,2158,6.670595864828172,4.424470748192954,9.631287700350434,IMPROVE,OC_EC
LAVO1,2270,6.746122314877106,4.984230703410223,9.1333928414323,IMPROVE,OC_EC
BADL1,2563,6.872586872586872,4.789102242438409,9.781670272214807,IMPROVE,OC_EC
NOCH1,2298,6.909524800297232,4.783053974496413,9.97116421748858,IMPROVE,OC_EC
SPOK1,246,6.922069376476544,5.096305698527673,9.11256995696671,IMPROVE,OC_EC
TUXE1,913,6.941358024691358,3.6696428571428568,13.65606936416185,IMPROVE,OC_EC
TRCR1,2246,6.95698680576864,4.244074776148398,11.287780845948504,IMPROVE,OC_EC
DOME1,2257,6.980636237897649,5.224691358024692,9.255578093306289,IMPROVE,OC_EC
DENA1,2074,7.012853403141362,4.554586467611919,10.929467434489531,IMPROVE,OC_EC
SEQU1,2503,7.018649193548388,5.427087006717743,9.17676637490322,IMPROVE,OC_EC
BLIS2,432,7.019042348471877,5.152680418906609,9.594655803904505,IMPROVE,OC_EC
GRBA1,2327,7.03956834532374,4.7149429487941275,10.171277701889945,IMPROVE,OC_EC
MAKA2,996,7.11246697803848,4.843997957612881,11.205638753297396,IMPROVE,OC_EC
MOZI1,2166,7.12821950763579,4.793318470619726,9.971593347639484,IMPROVE,OC_EC
THSI1,2163,7.175270108043217,5.026160802195471,9.92041986308621,IMPROVE,OC_EC
RAFA1,1977,7.182130584192439,5.366002656042496,10.190136437601701,IMPROVE,OC_EC
BLIS1,1830,7.186841416200008,5.343140004554553,9.427740072856992,IMPROVE,OC_EC
KAIS1,1969,7.230603448275863,4.474750803196309,9.776942355889725,IMPROVE,OC_EC
GRSA1,2453,7.25,5.15282181357007,10.239819004524886,IMPROVE,OC_EC
NOCA1,2034,7.2834464734328925,5.1502524677334485,10.19713967126006,IMPROVE,OC_EC
ULBE1,2095,7.321314952279958,5.075763468103637,10.372397147020905,IMPROVE,OC_EC
CRMO1,2305,7.331360946745561,4.881040892193308,10.534184083601287,IMPROVE,OC_EC
STAR1,2383,7.378246201323325,5.389450004097448,10.26188544572919,IMPROVE,OC_EC
BALA1,613,7.38235294117647,4.569750367107195,10.98165137614679,IMPROVE,OC_EC
YOSE1,2349,7.392592592592592,5.687696709585121,9.715261958997722,IMPROVE,OC_EC
CLPE1,1154,7.430709433121729,5.055270646825162,10.270707166833928,IMPROVE,OC_EC
BOLA1,1636,7.462626262626262,5.006143480324841,10.512667230008773,IMPROVE,OC_EC
BRID1,2247,7.5794392523364476,4.988541558398759,11.022657675549405,IMPROVE,OC_EC
HOOV1,2132,7.61224187029995,5.310149606933143,10.682887090541584,IMPROVE,OC_EC
HECA1,2285,7.631372549019608,5.640259740259741,10.317280215162212,IMPROVE,OC_EC
OWVL1,1284,7.697642012512828,4.763769547625473,11.176941670446002,IMPROVE,OC_EC
NOAB1,1865,7.70641341306132,4.87639405204461,11.37445594452196,IMPROVE,OC_EC
CABI1,2275,7.748165314793355,5.736558191259725,10.470074489602055,IMPROVE,OC_EC
YELL2,2253,7.777510316368637,5.248395253841665,10.942701581540057,IMPROVE,OC_EC
TRIN1,1995,7.813688212927756,5.849509633255471,10.767435288368736,IMPROVE,OC_EC
PASA1,2033,7.8447998282709035,5.41620547750816,11.01227095323146,IMPROVE,OC_EC
FLTO1,979,7.860943168077389,5.113392857142857,10.73908683863971,IMPROVE,OC_EC
SULA1,2023,7.922252010723861,5.476868686868687,11.094385197414594,IMPROVE,OC_EC
FLAT1,2270,7.955010919501107,5.945722002488905,10.91707321846733,IMPROVE,OC_EC
MONT1,2252,8.00720600245393,5.696982688418482,11.201845900216215,IMPROVE,OC_EC
LABE1,2233,8.023668639053254,5.937456687456688,10.995514258250559,IMPROVE,OC_EC
PORE1,1857,8.095490716180372,5.094037809015996,13.073593073593074,IMPROVE,OC_EC
JARB1,2203,8.122630092779348,5.162948472344517,11.836629560746129,IMPROVE,OC_EC
KALM1,2428,8.123574718001297,5.994911293210331,11.579110158315391,IMPROVE,OC_EC
GAMO1,1564,8.395652173913044,5.721015625000001,11.729802812213993,IMPROVE,OC_EC
RICR1,64,8.603132719514933,5.510703933747412,10.588726076555023,IMPROVE,OC_EC
GAAR1,593,8.856573705179283,5.542056074766355,15.0,IMPROVE,OC_EC
SAWT1,2175,8.984375000000002,6.3742963449718255,12.344135271647627,IMPROVE,OC_EC
REDW1,2081,10.002859866539561,6.765941707353159,15.12684365781711,IMPROVE,OC_EC
INDH,61,8.52778082427394,7.480228679277507,11.23239591046392,SPARTAN,Fabs_EC
USPA,130,9.407675506116686,7.194610497298909,11.853793768753775,SPARTAN,Fabs_EC
ETAD,190,10.157795913379982,8.144275810387638,12.687495706751927,SPARTAN,Fabs_EC
CHTS,160,10.304176740013636,7.995817213856302,12.26760916159525,SPARTAN,Fabs_EC
ETAD,700,1.5714285714285714,0.7173913043478262,3.8392857142857144,SPARTAN,OC_EC_thermal
INDH,106,2.0833333333333335,1.55572940332201,10.338042237442922,SPARTAN,OC_EC_thermal
CHTS,651,2.166666666666667,1.5120429682150847,5.013270882123342,SPARTAN,OC_EC_thermal
USPA,580,2.4727272727272727,1.5714285714285714,8.708333333333334,SPARTAN,OC_EC_thermal
ETAD,190,1.3434556224550604,1.2630614913809075,1.424638693481648,SPARTAN,OC_EC_ftir
INDH,61,2.131858762243004,1.8634554548722535,2.336511855424803,SPARTAN,OC_EC_ftir
CHTS,160,2.7156521774256914,2.168902122007686,3.2282483587684374,SPARTAN,OC_EC_ftir
USPA,130,3.7298318186127872,3.1438077799595843,4.675848409580098,SPARTAN,OC_EC_ftir
