date,ir_bcc,hips_fabs,ftir_ec,iron,base_filter_id,charcoal_frac,wood_frac,fossil_fuel_frac,polluted_marine_frac,sea_salt_frac,Month,Ethiopian_Season,dominant_source,dominant_fraction
2023-04-24,7.2981811771295515,4.711027032,4.13586201342062,298.91,ETAD-0066,0.18115353371242895,0.2047116165718928,0.10966693744922829,0.2038992688870837,0.3005686433793664,4,Belg Rainy Season,sea_salt,0.3005686433793664
2023-04-27,12.123895089081584,6.799931844,9.56483445109328,248.48,ETAD-0067,0.47699970136794123,0.28544367862572967,0.2375546729401768,1.0270931482559367e-06,9.199730039593055e-07,4,Belg Rainy Season,charcoal,0.47699970136794123
2023-04-30,11.628326477207045,4.461769033,6.33628761877829,59.75,ETAD-0068,0.3615920225927931,0.36322818559095055,0.27405730219137037,0.001120771653737843,1.7179711480653067e-06,4,Belg Rainy Season,wood,0.36322818559095055
2023-05-03,10.778622725610216,6.245675111,5.98240993054586,357.55,ETAD-0069,0.33611442193087004,0.07449344457687723,0.07091775923718713,0.060786650774731825,0.45768772348033365,5,Belg Rainy Season,sea_salt,0.45768772348033365
2023-05-06,13.479170369176167,6.850503354999999,9.60062140677769,434.0,ETAD-0070,0.6665053029969634,0.06733265853980548,0.05148968005985126,0.039519429652774725,0.17515292875060512,5,Belg Rainy Season,charcoal,0.6665053029969634
2023-05-09,12.01207433596464,6.016745531,8.19157008121446,546.13,ETAD-0072,0.6811563231271147,1.6129085677469184e-06,0.14118080084095166,0.00036444346263594495,0.17729681966073,5,Belg Rainy Season,charcoal,0.6811563231271147
2023-05-17,15.272307437375423,6.333865509000001,9.22076924427773,332.02,ETAD-0073,0.6410595007227384,0.08225683943526124,0.14343961256892665,1.5635597578603377e-06,0.13324248371331573,5,Belg Rainy Season,charcoal,0.6410595007227384
2023-05-20,12.866773108777052,4.734375593,6.19171207292678,216.78,ETAD-0074,0.35219627566885847,0.3635144924672906,0.15379459296693063,0.13049238191133508,2.256985585099112e-06,5,Belg Rainy Season,wood,0.3635144924672906
2023-05-23,9.955004361043715,5.053282887,4.79443021375114,377.07,ETAD-0075,0.26742348879396105,0.12171572356486629,0.04927146117385453,0.05366024928316461,0.5079290771841536,5,Belg Rainy Season,sea_salt,0.5079290771841536
2023-05-26,8.573737003248791,4.644345104,3.94375598256754,296.29,ETAD-0076,0.20741394527802295,0.15372168284789642,0.014416004707266844,0.12135922330097088,0.5030891438658429,5,Belg Rainy Season,sea_salt,0.5030891438658429
2023-05-29,7.04108071825403,4.887206008,4.93752053893297,202.66,ETAD-0077,0.3330775368987792,0.2972545523810615,5.198143710868819e-06,0.21493790710630603,0.15472480547014228,5,Belg Rainy Season,charcoal,0.3330775368987792
2023-06-01,7.71079090066444,4.370324405,3.7894367228435,201.3,ETAD-0078,0.3679709769370303,0.18484927010451754,0.06884339638939276,0.1209294290403386,0.25740692752872074,6,Kiremt Rainy Season,charcoal,0.3679709769370303
2023-06-04,5.4314395374836195,4.231763644,3.35205161380073,358.16,ETAD-0080,0.143838343619351,0.04688433207246665,0.18265976508062914,0.2035636074059327,0.4230539518216206,6,Kiremt Rainy Season,sea_salt,0.4230539518216206
2023-06-07,14.401822101962683,6.776348147,9.84021969992934,522.18,ETAD-0081,0.36013745704467354,0.26208476517754864,0.25979381443298966,0.007560137457044673,0.1104238258877434,6,Kiremt Rainy Season,charcoal,0.36013745704467354
2023-06-10,11.473890556093274,5.545061363,7.06932785467946,447.22,ETAD-0082,0.20074528188484195,0.24361902472252275,0.34659614537003647,0.023119765997515727,0.18591978202508314,6,Kiremt Rainy Season,fossil_fuel,0.34659614537003647
2023-06-13,15.222939838079956,6.0049484810000004,6.72880487281418,758.0,ETAD-0083,0.15632832080200498,0.10087719298245612,0.16416040100250626,0.06453634085213032,0.5140977443609022,6,Kiremt Rainy Season,sea_salt,0.5140977443609022
2023-06-16,10.491446718978429,5.858095843,6.55506060402848,606.06,ETAD-0084,0.11392004500544987,0.14978376287753595,0.26405541296016316,0.03973137372103653,0.43250940543581445,6,Kiremt Rainy Season,sea_salt,0.43250940543581445
2023-06-19,10.84285199669092,6.795721153,9.71382603908046,674.21,ETAD-0085,0.2896796984298304,0.10288980945421866,0.1153194508647954,8.217374043659074e-07,0.49211021951375117,6,Kiremt Rainy Season,sea_salt,0.49211021951375117
2023-06-22,,6.414046611000001,7.72394122622324,829.62,ETAD-0086,0.1980798649575355,0.1682755710291713,0.1643192488262911,0.04747586643456243,0.42184944875243974,6,Kiremt Rainy Season,sea_salt,0.42184944875243974
2023-06-25,,6.521697398000001,7.53488548474418,621.16,ETAD-0088,0.24267912772585667,0.16043613707165108,0.26074766355140183,0.0719626168224299,0.2641744548286604,6,Kiremt Rainy Season,sea_salt,0.2641744548286604
2023-06-28,,4.780867847,5.11957947257968,406.87,ETAD-0089,0.10029940119760479,0.23952095808383234,0.4271457085828343,0.07335329341317365,0.1596806387225549,6,Kiremt Rainy Season,fossil_fuel,0.4271457085828343
2023-07-01,10.447164719864844,6.627239658000001,9.60028900951178,425.18,ETAD-0090,0.40630397236614857,0.2089810017271157,0.27892918825561314,0.06217616580310881,0.043609671848013815,7,Kiremt Rainy Season,charcoal,0.40630397236614857
2023-07-07,9.73017078919548,5.61327268,7.25299440808165,244.26,ETAD-0092,0.2868849203071523,0.3713741056283795,0.3020173117079691,0.03972252742714416,1.1349293550612617e-06,7,Kiremt Rainy Season,wood,0.3713741056283795
2023-07-10,12.852091079524596,6.512634803,9.00381055582064,387.21,ETAD-0093,0.4035184167124794,0.13468938977460143,0.22539857064321056,0.09015942825728422,0.1462341946124244,7,Kiremt Rainy Season,charcoal,0.4035184167124794
2023-07-13,11.798760121428257,6.288487097,8.49561580753122,348.47,ETAD-0094,0.3492966232005959,0.34228732641396187,0.3084090586118974,6.249956301415345e-07,6.366777914525912e-06,7,Kiremt Rainy Season,charcoal,0.3492966232005959
2023-07-16,9.940585113698733,5.0825354670000005,6.01814926174689,430.58,ETAD-0096,0.2724795640326975,0.17347865576748409,0.3092643051771117,0.07674841053587647,0.16802906448683014,7,Kiremt Rainy Season,fossil_fuel,0.3092643051771117
2023-07-24,10.905624054221176,6.794044642,9.71557571204205,449.62,ETAD-0098,0.42823080591320944,0.18025751072961377,0.21316165951359087,0.0677157844539819,0.1106342393896042,7,Kiremt Rainy Season,charcoal,0.42823080591320944
2023-07-27,11.717836922954769,5.606342134,7.14629951417406,342.89,ETAD-0099,0.10820621847023694,0.3826422798077944,0.3721875727092208,7.266021433508665e-06,0.1369566629913144,7,Kiremt Rainy Season,wood,0.3826422798077944
2023-08-02,8.467930527718696,5.418651929,6.96936122547411,394.06,ETAD-0101,0.2963996664350775,0.2688406841669204,0.23003313770767875,2.6434125849048657e-06,0.20472386827773856,8,Kiremt Rainy Season,charcoal,0.2963996664350775
2023-08-05,6.831395649043693,4.27572043,5.09432326437244,342.46,ETAD-0102,0.08225966303270564,0.3409316154608523,0.2839444995044598,0.08325074331020813,0.20961347869177402,8,Kiremt Rainy Season,wood,0.3409316154608523
2023-08-08,8.878491538383496,6.449120883000001,8.37295792957599,427.4,ETAD-0104,0.22633939592418828,0.3309963289953285,0.3380068412584671,5.007508759384697e-07,0.10465693307114016,8,Kiremt Rainy Season,fossil_fuel,0.3380068412584671
2023-08-16,9.94846045851048,5.365642667,7.43344379494322,301.41,ETAD-0105,0.5272892993832639,0.27294975497486595,0.09863411600228111,0.10111547741114352,1.1352228445545562e-05,8,Kiremt Rainy Season,charcoal,0.5272892993832639
2023-08-19,8.620542953964263,6.026608228,7.56736169510189,334.24,ETAD-0106,0.5625529033350263,0.1951074995767733,0.12315896394108684,0.11765701709835787,0.0015236160487557136,8,Kiremt Rainy Season,charcoal,0.5625529033350263
2023-08-22,13.92548292797538,6.427850044,8.54710506277628,256.23,ETAD-0107,0.5507996490757048,0.24506465432490673,0.08445145593014755,0.11968273815867538,1.502510565628392e-06,8,Kiremt Rainy Season,charcoal,0.5507996490757048
2023-08-28,7.358034134136876,5.129363222,6.63988496531117,199.44,ETAD-0109,0.12853611461377148,0.3198027732017281,0.551659783772981,4.489538931485799e-07,8.794576263047523e-07,8,Kiremt Rainy Season,fossil_fuel,0.551659783772981
2023-08-31,9.651348547564076,5.198976373,6.7672334941224,339.4,ETAD-0110,0.2045235292840656,0.2531279444786318,0.45524531459464956,2.4975932164336483e-07,0.08710296188333147,8,Kiremt Rainy Season,fossil_fuel,0.45524531459464956
2023-09-03,9.040657741282107,4.670495337,3.50194202698363,827.67,ETAD-0112,7.451232668378025e-07,0.08021032813606933,0.29745759119969095,0.103659795651259,0.5186715398897139,9,Kiremt Rainy Season,sea_salt,0.5186715398897139
2023-09-06,12.841954178943684,5.274626602,7.16558946610295,275.52,ETAD-0113,1.4215140287585316e-05,0.39231548588965776,0.607669264734651,4.354086277063534e-07,5.988267758943421e-07,9,Kiremt Rainy Season,fossil_fuel,0.607669264734651
2023-09-09,18.125311627104,7.41917105,10.5333537907337,544.57,ETAD-0114,0.5649566153494437,0.12344281471582894,0.3029959997570346,0.008603590116557773,9.800611350165812e-07,9,Kiremt Rainy Season,charcoal,0.5649566153494437
2023-09-12,8.541015420578319,3.4898951140000003,3.43937872823145,103.62,ETAD-0115,0.05993145998510264,0.5331046059627225,0.2157532559463695,0.1912098961429465,7.819628588532439e-07,9,Kiremt Rainy Season,wood,0.5331046059627225
2023-09-15,10.815367014954422,5.153133866999999,6.78519442128312,324.01,ETAD-0116,0.2046624280956706,0.24644262791401758,0.4601877081441114,0.00877989706327581,0.07992733878292461,9,Kiremt Rainy Season,fossil_fuel,0.4601877081441114
2023-09-18,8.919705755147609,3.8179114060000003,4.7245348011493,380.72,ETAD-0117,0.18803894722479358,0.15813672931748696,0.5675670975867623,8.28061418971568e-07,0.08625639780953834,9,Kiremt Rainy Season,fossil_fuel,0.5675670975867623
2023-09-21,10.593299150503901,5.857041677,5.9795695411229,548.32,ETAD-0118,0.2528247455725619,0.09375751262120362,0.4306434810481609,0.08173731869540829,0.14103694206266526,9,Kiremt Rainy Season,fossil_fuel,0.4306434810481609
2023-09-24,8.858433601628663,4.585384805,4.68765413880968,258.14,ETAD-0120,0.17293454307451195,0.13510511177696247,0.5716447396074146,0.1200934326906333,0.0002221728504776716,9,Kiremt Rainy Season,fossil_fuel,0.5716447396074146
2023-09-27,7.968294102435815,4.486476639,6.79724344520302,324.33,ETAD-0121,0.5447951179839766,0.08065607399493598,0.3608884065046142,0.013659934417324172,4.67099149061582e-07,9,Kiremt Rainy Season,charcoal,0.5447951179839766
2023-10-15,5.574530744515142,3.838845253,2.23594182575397,200.14,ETAD-0128,0.0351477153984991,0.0870143440676356,0.09033912795668281,0.5053671511351762,0.28213166144200624,10,Dry Season,polluted_marine,0.5053671511351762
2023-10-18,5.99959158337329,4.66012282,3.72198389991977,313.04,ETAD-0129,0.0787325639157999,4.2294749274280313e-07,0.3178107153186557,0.34853561831018737,0.2549206795078643,10,Dry Season,polluted_marine,0.34853561831018737
2023-10-21,6.012155901600493,4.406379733,3.14652619342831,257.56,ETAD-0130,0.21617681453843193,3.2784430814106565e-06,0.20472373827149515,0.32641267360769854,0.25268349513929295,10,Dry Season,polluted_marine,0.32641267360769854
2023-10-24,5.7366565282331585,4.543289776,4.14642906938964,212.08,ETAD-0131,7.493857761674614e-07,0.09038046633777261,0.7420281703650898,0.167589909942905,7.039684563997364e-07,10,Dry Season,fossil_fuel,0.7420281703650898
2023-10-27,4.006822227698197,3.3260837860000003,2.30333565234264,70.97,ETAD-0132,0.09544578237097437,0.35397111342877907,0.005151543882936696,0.5183148446635695,0.027116715653740398,10,Dry Season,polluted_marine,0.5183148446635695
2023-10-30,5.26795172605477,4.3477243340000005,4.11115051585177,117.34,ETAD-0133,0.09492073327765205,0.144046375938893,0.6136542142599084,0.14737692798372293,1.7485398235356956e-06,10,Dry Season,fossil_fuel,0.6136542142599084
2023-11-02,5.983768284693306,4.33999039,3.42000316380572,163.92,ETAD-0134,0.06952913123871986,1.053161840821786e-06,0.44427069887093795,0.4861926750589896,6.441669511822575e-06,11,Dry Season,polluted_marine,0.4861926750589896
2023-11-05,5.336916136968249,4.340371782,3.42302586960168,171.3,ETAD-0136,5.733832322249071e-07,0.0897067314932516,0.6397847097632109,0.2705074119770731,5.733832322249071e-07,11,Dry Season,fossil_fuel,0.6397847097632109
2023-11-08,4.736768613586026,3.702474272,2.51486046087686,251.15,ETAD-0137,0.07948056394517064,0.005270172778518239,0.27879336276152167,0.4738264389039019,0.16262946161088762,11,Dry Season,polluted_marine,0.4738264389039019
2023-11-11,4.549062761288662,3.717643817,2.57512191392853,237.32,ETAD-0138,0.10885826532225694,0.005680090492233966,0.22379799798095282,0.44759599596190563,0.21406765024265054,11,Dry Season,polluted_marine,0.44759599596190563
2023-11-14,6.805468191446974,5.091399815,3.97662883903617,293.77,ETAD-0139,0.09752475247524751,0.11732673267326732,0.19455445544554456,0.40643564356435646,0.18415841584158413,11,Dry Season,polluted_marine,0.40643564356435646
2023-11-17,6.463559042505101,4.814341476,3.79942015387223,262.61,ETAD-0140,0.09611742424242424,0.052556818181818184,0.36126893939393945,0.4190340909090909,0.07102272727272727,11,Dry Season,polluted_marine,0.4190340909090909
2023-11-20,5.09551973835178,4.638199304,3.97699446915086,225.33,ETAD-0141,0.040375157268672086,0.21445728010980214,0.2705021159784971,0.33512524305158414,0.1395402035914446,11,Dry Season,polluted_marine,0.33512524305158414
2023-11-23,5.0934449970484685,3.416496214,2.88629495276553,207.17,ETAD-0142,0.018927238195035695,0.1119916170017683,0.43683279848058154,0.3228764162682559,0.10937193005435851,11,Dry Season,fossil_fuel,0.43683279848058154
2023-11-26,6.492930550123418,4.126895766,2.95572707687979,289.21,ETAD-0144,0.07075937858244061,0.01925129461991541,0.4194173222121201,0.3304739692453651,0.16009803534015893,11,Dry Season,fossil_fuel,0.4194173222121201
2023-11-29,5.540710169503101,3.796223331,3.34753780823503,215.86,ETAD-0145,2.3334007164693787e-06,0.031199402838186074,0.7416194187250618,0.21323961603690206,0.013939228999133557,11,Dry Season,fossil_fuel,0.7416194187250618
2023-12-02,4.816720658434449,3.519770629,2.47654432859347,214.99,ETAD-0146,0.0005790823622373194,2.928981803200355e-07,0.3512260414439394,0.5076202417380328,0.14057434155761017,12,Dry Season,polluted_marine,0.5076202417380328
2023-12-05,6.830141980454821,4.083949454,3.76081836221266,210.57,ETAD-0147,0.049750162937214855,0.03622637410384531,0.5975450792961112,0.27536389311318704,0.04111449054964154,12,Dry Season,fossil_fuel,0.5975450792961112
2023-12-08,,3.6912794030000002,3.94046939157512,141.93,ETAD-0148,0.2750898687363851,0.1350257963761011,0.5572333238506262,0.032648028377505044,2.9826593826362633e-06,12,Dry Season,fossil_fuel,0.5572333238506262
2023-12-11,,3.974334418,2.90007456537614,132.94,ETAD-0149,0.031199445343193903,0.13866420152530623,0.1871966720591634,0.5373237809105617,0.10561590016177491,12,Dry Season,polluted_marine,0.5373237809105617
2023-12-14,5.274589887520008,4.721585215,3.6120458280341,175.1,ETAD-0150,0.03407039711191336,0.1263537906137184,0.27451865222623345,0.519705174488568,0.045351985559566786,12,Dry Season,polluted_marine,0.519705174488568
2023-12-17,5.488077916710906,4.332385049,3.6297672033594,181.79,ETAD-0152,0.007819103972950126,0.19389264581572274,0.30114116652578193,0.45435333896872354,0.04279374471682164,12,Dry Season,polluted_marine,0.45435333896872354
