date,ec_regular,ec_cal0,ec_smoke,hips_fabs,iron
2022-12-07,2.54716121453745,3.150898694544906,2.9614185769033043,4.023772053,276.03
2022-12-10,2.7840995254895,3.1516929775063818,1.7904066197770587,4.551235837,248.74
2023-01-21,3.5661747421249,4.290819541482865,3.3594414917449775,5.52923219,710.4
2022-12-13,3.04808406053696,3.6153962271546467,2.824615178266856,4.7957374139999995,318.6
2022-12-16,3.04494385659258,3.3228347078553564,2.9519041065367233,4.720851443,284.86
2022-12-19,4.44446651940708,5.972927008963982,5.487300580308263,6.030131174,336.57
2022-12-22,4.14890010492659,3.8191600379350956,2.915111293576205,5.254618189,330.46
2022-12-25,2.75505455285023,2.815788851939438,3.050509184705667,3.878629214,214.52
2022-12-28,1.62566803465763,1.0263174511103494,0.6336418999753554,2.80856994,139.25
2022-12-31,2.2205456700338,1.4463120224973331,0.7573067822492743,3.588719843,263.62
2023-01-03,4.42920671041816,5.768569551944151,5.991419145454038,5.154904161999999,242.88
2023-01-06,2.724983051266,2.1861112411066266,2.0764646618156273,3.931989393,159.34
2023-01-09,0.693114797533127,0.6394657365399679,0.6763564312013605,3.840337655,236.5
2023-01-12,1.99148840812713,1.8733936586428286,0.8035458342000715,3.441728856,118.45
2023-01-15,2.42256663763913,1.6469753865535095,1.5814352896585164,3.853606811,213.94
2023-01-24,2.71155499490423,3.2713752858187903,2.12530514587754,4.4160319800000005,356.8
2023-01-27,2.2102943453252,1.9474715388910913,0.8331573362998114,3.751247408,198.24
2023-01-30,2.42810461321138,2.6423487423845966,1.2852129123470666,4.0993997030000005,252.37
2023-02-02,2.76280400688534,3.0102722056438744,1.9031631739632808,4.624278089,358.21
2023-02-05,2.86886282436538,2.8086639052401323,1.2742218464076027,4.112646536,381.77
2023-02-08,2.24464531979329,2.5960371532027486,0.95575765113412,4.186629355,268.26
2023-02-10,3.26081014809693,3.9422584864704264,2.8173193960302343,4.660169395,479.16
2023-02-13,2.31740999208569,2.790381593919312,1.258053955302144,3.6992325370000003,278.87
2023-02-16,3.71219914354587,5.231212570978775,3.6182689784093554,5.475013785,573.46
2023-02-19,3.93445638960004,3.6509957025850803,2.9965568163970526,5.036225026,544.16
2023-02-22,3.29152319296722,3.8086924222947607,2.9234990857450454,4.796136512,242.41
2023-02-25,2.70476257603748,2.708014907143915,2.058417993347844,3.509620175,227.49
2023-03-04,2.76399830754091,2.3516632761349703,1.4645801977790938,3.2095956219999997,192.61
2023-03-07,3.550943879762,2.9437208523175795,1.8167399193001275,3.983758222,258.77
2023-03-10,5.1807562461787,7.180546858657306,5.922848035783015,4.529096314,107.91
2023-03-13,4.96930590471469,7.0770847721555,6.702048759625615,4.986876401,179.8
2023-03-16,4.06386607365533,5.2614120922589,4.434168541976345,4.715398748,201.11
2023-03-19,4.64051405979548,7.048130629094347,6.21606997135551,4.316446055,122.09
2023-03-22,3.54801381482197,3.676439309927592,3.0785500754816386,4.132099888,525.16
2023-03-29,6.63401511944448,7.486841315368405,8.574048126940248,6.251225338999999,276.49
2023-04-01,3.60418278532791,4.155843212747559,4.448624253371112,4.193236144,151.59
2023-04-04,3.3060189975723,3.9642792754033467,3.9337746461920946,4.4816158139999995,235.76
2023-04-07,2.96965039302822,3.3130888614176315,3.0208137850275225,4.024244465000001,288.82
2023-04-10,2.7330819375566,3.2965760024906348,3.0057447140555267,4.0794263719999995,184.26
2023-04-13,3.7592474421959,3.556690041515819,3.4322468018558228,3.9687370360000003,282.61
2023-04-16,1.90446116072198,1.8941292390071118,1.7034150467002225,3.0340733109999998,107.86
2023-04-21,4.3354716491761,5.168961756815598,5.350010847376417,4.011375228,266.34
2023-04-24,4.13586201342062,4.587312665619765,4.881572938735153,4.711027032,298.91
2023-04-27,9.56483445109328,11.933672833688751,13.147542892866593,6.799931844,248.48
2023-04-30,6.33628761877829,8.118961216482894,9.863352251023649,4.461769033,59.75
2023-05-03,5.98240993054586,6.548103200561856,9.0491762244262,6.245675111,357.55
2023-05-06,9.60062140677769,11.19059668053643,14.598555413442666,6.850503354999999,434.0
2023-05-09,8.19157008121446,10.449059967363045,10.893984376261136,6.016745531,546.13
2023-05-17,9.22076924427773,11.329304037305077,12.92775192850499,6.333865509000001,332.02
2023-05-20,6.19171207292678,7.907764329231044,8.802565857573812,4.734375593,216.78
2023-05-23,4.79443021375114,6.459577994257975,7.334221517771999,5.053282887,377.07
2023-05-26,3.94375598256754,4.946035631449557,5.716197615075904,4.644345104,296.29
2023-05-29,4.93752053893297,6.161366638581372,7.003521229690476,4.887206008,202.66
2023-06-01,3.7894367228435,4.63151147163671,5.408721176251711,4.370324405,201.3
2023-06-04,3.35205161380073,3.8935225774757383,4.7793733251411235,4.231763644,358.16
2023-06-07,9.84021969992934,13.741944117236372,15.14760887319943,6.776348147,522.18
2023-06-10,7.06932785467946,8.512976117553041,9.321613984228211,5.545061363,447.22
2023-06-13,6.72880487281418,7.221956990624836,7.812299615111684,6.0049484810000004,758.0
2023-06-16,6.55506060402848,7.301500101182737,8.032614533207807,5.858095843,606.06
2023-06-19,9.71382603908046,12.34450864035906,13.02442722671602,6.795721153,674.21
2023-06-22,7.72394122622324,9.30238446537814,10.277774059509703,6.414046611000001,829.62
2023-06-25,7.53488548474418,8.149681054195213,9.09166507521823,6.521697398000001,621.16
2023-06-28,5.11957947257968,6.159565049528281,6.92397761221711,4.780867847,406.87
2023-07-01,9.60028900951178,11.601027787093686,12.707692107632296,6.627239658000001,425.18
2023-07-04,3.96715229606112,4.893481249314879,5.878291949494462,4.375169738,447.84
2023-07-07,7.25299440808165,9.786495487242071,10.576387786915351,5.61327268,244.26
2023-07-10,9.00381055582064,10.363254522112712,11.629753753471299,6.512634803,387.21
2023-07-13,8.49561580753122,11.636462174756234,12.537927185243655,6.288487097,348.47
2023-07-16,6.01814926174689,7.419546692068962,8.28588887035921,5.0825354670000005,430.58
2023-07-21,5.41096860602627,6.961332000692544,7.298605915762013,4.691845275,340.47
2023-07-24,9.71557571204205,11.717138378911256,12.197430211744681,6.794044642,449.62
2023-07-27,7.14629951417406,9.24266512392837,9.70627589628301,5.606342134,342.89
2023-07-30,7.16510806176563,8.830155422327119,9.603088546498423,6.283636069,463.42
2023-08-02,6.96936122547411,8.781707136406562,8.762870813482701,5.418651929,394.06
2023-08-05,5.09432326437244,6.438940569592894,6.901698189346638,4.27572043,342.46
2023-08-08,8.37295792957599,10.841871557546849,11.530499762076536,6.449120883000001,427.4
2023-08-16,7.43344379494322,9.419532650101141,10.41474649924745,5.365642667,301.41
2023-08-19,7.56736169510189,8.238998949117821,9.441650730349105,6.026608228,334.24
2023-08-22,8.54710506277628,10.214734298804947,11.312889356860198,6.427850044,256.23
2023-08-25,6.4862970153617,7.778361938999423,8.53808853191137,5.579278935,260.88
2023-08-28,6.63988496531117,8.288841909558226,9.214143835388347,5.129363222,199.44
2023-08-31,6.7672334941224,8.904451701605746,9.43561237860149,5.198976373,339.4
2023-09-03,3.50194202698363,2.673944854812716,3.6538004384297555,4.670495337,827.67
2023-09-06,7.16558946610295,9.50390012799014,10.39997162415699,5.274626602,275.52
2023-09-09,10.5333537907337,13.544855847877706,14.459259365227213,7.41917105,544.57
2023-09-12,3.43937872823145,4.57115559986204,4.934950455425917,3.4898951140000003,103.62
2023-09-15,6.78519442128312,8.680217437002439,8.86657631227458,5.153133866999999,324.01
2023-09-18,4.7245348011493,5.963862536517128,6.2749257299027175,3.8179114060000003,380.72
2023-09-21,5.9795695411229,7.237111923075454,7.648015425239051,5.857041677,548.32
2023-09-24,4.68765413880968,5.596328192900212,6.156032756923865,4.585384805,258.14
2023-09-27,6.79724344520302,6.357035301390949,7.475039609925277,4.486476639,324.33
2023-10-15,2.23594182575397,2.5955772228939584,2.9329109086168015,3.838845253,200.14
2023-10-18,3.72198389991977,3.821716524516849,5.22183909263998,4.66012282,313.04
2023-10-21,3.14652619342831,3.5106342042534973,4.477543748569451,4.406379733,257.56
2023-10-24,4.14642906938964,4.512339127653288,5.756079874834992,4.543289776,212.08
2023-10-27,2.30333565234264,2.6364639620234764,2.912944438727766,3.3260837860000003,70.97
2023-10-30,4.11115051585177,4.253274627484896,5.215286020917811,4.3477243340000005,117.34
2023-11-02,3.42000316380572,3.503293553955501,4.999219607508082,4.33999039,163.92
2023-11-05,3.42302586960168,3.084691592983474,3.919960008089829,4.340371782,171.3
2023-11-08,2.51486046087686,2.694609333594114,3.251980820699468,3.702474272,251.15
2023-11-11,2.57512191392853,3.549406996605013,4.087295144595034,3.717643817,237.32
2023-11-14,3.97662883903617,2.914320499220243,3.440295130796172,5.091399815,293.77
2023-11-17,3.79942015387223,4.361831652087529,5.120487411893231,4.814341476,262.61
