date,ec_regular,ec_cal0,ec_smoke,hips_fabs,iron
2023-11-20,3.97699446915086,4.265454110163034,4.802633976551403,4.638199304,225.33
2023-11-23,2.88629495276553,2.6404632475830896,3.282945228059057,3.416496214,207.17
2023-11-26,2.95572707687979,2.2671454680184673,3.2788775044036753,4.126895766,289.21
2023-11-29,3.34753780823503,3.380772792739839,4.093380134393433,3.796223331,215.86
2023-12-02,2.47654432859347,2.814759974753749,3.9430415789250697,3.519770629,214.99
2023-12-05,3.76081836221266,3.6971583666314105,4.887985644545212,4.083949454,210.57
2023-12-08,3.94046939157512,4.805051721485241,5.298021187001515,3.6912794030000002,141.93
2023-12-11,2.90007456537614,3.0376713689594386,3.678574692754011,3.974334418,132.94
2023-12-14,3.6120458280341,4.122365983652,4.882705111256822,4.721585215,175.1
2023-12-17,3.6297672033594,3.604575135770401,4.5024908554574825,4.332385049,181.79
2023-12-20,3.32683887616745,3.2836362714095304,3.4707009469185897,4.31756427,311.0
2023-12-23,3.47650969468484,3.4532106836163092,3.4371200971945695,4.24768317,233.24
2023-12-26,3.66620421724724,3.8697532728765545,4.160511697457823,4.329696972,296.39
2023-12-29,2.90358905097997,3.2359039034427166,3.1938970347799645,3.655463201,190.57
2024-01-01,4.60620160557879,4.922389104656635,5.116805587218722,5.305429415,272.02
2024-01-04,5.70744859187741,5.708623393077151,6.111914155960012,5.24695326,314.64
2024-01-07,3.28298327364017,3.386140623384715,3.806248301246699,3.604874215,154.85
2024-01-10,6.96258987683994,6.809383891636045,7.301374212165857,6.034272177,487.74
2024-01-13,4.94375198966314,4.16581233024223,3.8152827696944493,4.48700007,296.2
2024-01-16,4.6149567377528,5.0055018668087685,4.770215099648816,4.526157563,271.84
2024-01-19,2.48704222244508,1.8863297251919358,1.6708740130189828,2.822866253,175.01
2024-01-22,4.97661862784323,4.441647451850175,4.710632181285214,4.779404347,295.23
2024-01-25,6.3640607560213,6.63734388721779,7.007081716482843,5.43529692,398.95
2024-01-28,2.7923318449387,2.5449847470460427,2.813422699148644,3.235894226,222.6
2024-01-31,3.27269874882724,3.250292898998539,3.4257845121891295,3.512120874,203.56
2024-02-03,3.03109736824263,3.1577421754986656,3.2887330924442706,3.490214654,161.74
2024-02-06,2.8767444083376,2.762260176535171,2.682639226141033,3.4680929910000002,197.47
2024-02-09,4.60829808037857,5.310832585876274,5.443686306494581,3.2602729779999997,255.81
2024-02-12,4.68829802596716,4.559734765611911,4.586793914677719,4.706874925999999,203.77
2024-02-15,5.37920631629082,6.155734721710704,6.254638453392572,4.509915199,281.25
2024-02-18,5.07448703850461,5.368950791957606,5.064088524689437,4.638988437,428.13
2024-02-21,2.72681139406893,3.2731137261103926,3.501890905198455,3.5077965229999997,326.0
2024-02-24,3.31955954459596,3.8909261219934943,3.310949206254422,4.586463152,367.37
2024-02-27,2.94826879141964,2.973676904767305,2.0422894963698015,4.142284334,447.16
2024-03-01,3.76100810684766,4.105178152904834,4.136063777925111,4.402200826,248.48
2024-03-04,5.23333719462994,6.198191236378254,6.11993680758001,3.808566323,238.82
2024-03-07,4.76044007097957,5.743594475714178,5.623687471638381,5.342978598,375.47
2024-03-10,3.55993896890789,3.972694630180086,4.706947114365674,4.271270751,234.94
2024-03-13,3.2116883780558,3.6717741730458227,3.098396762567161,4.2835158710000005,282.08
2024-03-16,2.66759915310143,2.686822189638578,2.132936857488686,4.014156132,529.66
2024-03-19,2.42463370413565,2.089258451530477,1.5166067073676246,3.52771757,631.34
2024-03-22,3.04597405596621,3.524419582260297,2.7465135710321276,3.7708467949999998,437.79
2024-03-25,4.1879382507992,4.392314509144663,3.7715465245002187,4.929079731,334.54
2024-03-28,5.62476422114748,6.695312208873386,6.684184911962575,5.235394944,165.67
2024-03-31,4.64173316716669,4.272396433286369,4.200675968525359,4.720046327,246.35
2024-04-03,4.89681359687958,5.940538600075218,5.629692109219284,4.187810614,288.99
2024-04-06,4.89585546379074,5.012081026376791,4.887993890457302,4.412130948,270.47
2024-04-09,5.89214223367533,6.505686653472233,6.256421229990537,4.231042564,291.82
2024-04-12,5.53975491016307,5.363037134073998,4.666856937232191,5.48000927,374.82
2024-04-15,5.91437312477324,6.31644042476352,6.019566677616959,4.911204904,310.96
2024-04-18,6.25503100441188,6.755717118580085,6.948280065600127,6.171428778,415.07
2024-04-21,2.93608135081302,3.452620100019065,2.902093171519498,3.4865743940000002,226.01
2024-04-24,6.0587058366739,6.82395630245989,7.0152288538073595,6.1059333879999995,406.97
2024-04-27,6.85379189359859,7.33707496014466,8.086489514539583,6.827955852,642.83
2024-04-30,6.42340006198074,7.22236215714232,7.23550594295034,5.66600674,466.19
2024-05-03,6.32957721235966,7.225735767054382,7.278431250697505,5.710196595,632.88
2024-05-06,5.07688512598752,5.906904672202342,5.647444155901987,4.772305037000001,342.21
2024-05-09,4.03568060076459,4.646713335835755,4.431271902190648,4.897546907000001,344.54
2024-05-12,3.91441145026595,4.669468444532987,4.541105390763453,4.922061965,447.5
2024-06-06,9.56124088770379,11.048620946277595,10.023091668207744,6.807957050000001,817.77
2024-06-09,5.98558973085875,7.025764737967448,6.383547961827822,5.103628326,451.62
2024-06-12,8.12616728198912,9.851165495512287,8.786797979800498,6.219399236,1198.34
2024-06-15,4.56833700824436,4.179386267540671,3.6767693838192423,4.891117922,679.33
2024-06-18,11.7351130556244,13.79273234459506,13.595592533500106,6.891402936,632.94
2024-06-21,8.60699579751797,10.447032377004307,9.860181617120393,6.32574871,553.36
2024-06-24,7.2514798000538,8.078259780405086,7.35883426382145,6.307167155,734.0
2024-06-26,7.18037725397236,9.222254687201426,8.290540943458232,5.666547985999999,462.93
2024-06-29,10.2661653944432,11.786929065929863,11.5500511054244,6.852775501000001,672.85
2024-07-02,9.27957186425668,10.818813006942037,10.14949857430132,6.8214246549999995,558.69
2024-07-05,5.25653794316091,5.9731350446087825,5.798025212028039,5.468539858,646.59
2024-07-08,11.136414801705,14.302546926679437,14.080950578837626,7.377247524,442.7
2024-07-11,10.5965515705253,13.743571743049236,13.961948175592715,6.7733211650000005,553.38
2024-07-14,9.97079785301876,12.387253526324498,12.129401627750752,7.136401635,401.33
2024-07-17,9.47413304273697,12.728851906970105,12.554265047435534,6.016495574,299.99
2024-07-20,6.81762116321168,9.708508218315307,8.84400292822042,5.084429348,329.58
2024-07-23,6.04490150837626,8.20746743929639,7.510760413717507,4.955349109,271.73
2024-07-26,4.63421212865971,5.430175485788336,5.631261662259273,4.5389579929999995,187.42
2024-07-29,4.91221670547168,5.588252745049613,5.4427111406530075,4.255590166999999,226.72
2024-08-01,8.15052580038262,11.378258713647288,10.759491516188554,5.747033138,197.18
2024-08-04,6.41838111750747,8.984970014798106,8.64420341211205,4.870148708,110.92
2024-08-07,7.504783410870445,9.753657848968105,9.781604181113567,6.91881169,126.77
2024-08-16,3.43072578969257,3.8576015913043005,3.9188043528214718,3.4680929910000002,63.21
2024-08-25,5.99819924717674,7.634456186909006,7.579946768385021,4.8744436669999995,220.83
2024-09-03,8.67731521053365,12.029465496527736,12.064440483250424,5.726046471,282.72
2024-09-12,6.37669246473554,8.029498381020279,8.224428736119709,5.296525041000001,312.25
2024-09-21,9.27902350521373,10.875581409362951,10.567156929660083,5.616725047,
