Instrument,Method,intercept,slope,r2
HIPS,OLS,5.925196698273078,69.26811550690931,0.4434329353326031
HIPS,Deming,-0.49010185498203107,156.2007400999672,-0.25500333563772326
Aethalometer_IR,OLS,12.332297755677045,49.82232033587751,0.23036474323584766
Aethalometer_IR,Deming,0.049800743006951365,216.26035794303303,-2.340464822424895
