FilterId,date,EC_general,EC_biomass_tool,EC_biomass_local_sig,ratio_tool,ratio_local,ECTR,char_soot,OC_EC
J1233,2024-07-26,3.7256014444751924,9.018414411629603,11.357516757624389,2.420660005112271,3.0485055706822304,4.809272,0.018464528668610352,7.229448032883148
J1266,2024-07-20,4.413026940096502,4.381232025250173,9.924860422684674,0.9927952139703834,2.2489915782085936,6.249512,0.0653468921114387,5.926513782196113
J1269,2024-07-09,15.190092038245403,12.530170609895793,12.158184757001287,0.8248910262260098,0.8004023100314058,8.854652,0.17050863275781605,6.1512517939722535
J1270,2024-07-30,2.0514592121410464,10.955426065527758,9.742366208843002,5.3403089862527215,4.748993375634891,7.745173,0.5797393620851035,4.629278519666378
J1285,2024-07-23,5.738776910688092,10.418702922979744,12.255007095062162,1.8154918870562122,2.1354736881717815,6.333173,0.07321887898546386,6.078200769187894
