FilterId,LotId,SampleDate,EC_ftir,HIPS_Fabs,OC_ftir,fabs_bc_ugm3,EC_general,EC_biomass,is_biomass,delta,ratio
ETAD-0130-2,251.0,2023-10-21,3.14652619342831,44.06379733,4.49389514788635,4.406379733,3.14652619342831,3.14652619342831,False,0.0,1.0
ETAD-0131-3,251.0,2023-10-24,4.14642906938964,45.43289776,5.11686423159431,4.543289776,4.14642906938964,4.14642906938964,False,0.0,1.0
ETAD-0132-4,251.0,2023-10-27,2.30333565234264,33.26083786,2.979477260979,3.3260837860000003,2.30333565234264,2.30333565234264,False,0.0,1.0
ETAD-0133-5,251.0,2023-10-30,4.11115051585177,43.47724334,5.09027861522802,4.3477243340000005,4.11115051585177,4.11115051585177,False,0.0,1.0
ETAD-0134-6,251.0,2023-11-02,3.42000316380572,43.3999039,4.46762765619824,4.33999039,3.42000316380572,3.42000316380572,False,0.0,1.0
ETAD-0136-8,251.0,2023-11-05,3.42302586960168,43.40371782,4.63874405856534,4.340371782,3.42302586960168,3.42302586960168,False,0.0,1.0
ETAD-0137-1,251.0,2023-11-08,2.51486046087686,37.02474272,3.39538763603687,3.702474272,2.51486046087686,2.51486046087686,False,0.0,1.0
ETAD-0138-2,251.0,2023-11-11,2.57512191392853,37.17643817,3.71619347124359,3.717643817,2.57512191392853,2.57512191392853,False,0.0,1.0
ETAD-0139-3,251.0,2023-11-14,3.97662883903617,50.91399815,5.96158824300867,5.091399815,3.97662883903617,3.97662883903617,False,0.0,1.0
ETAD-0140-4,251.0,2023-11-17,3.79942015387223,48.14341476,5.16684620348918,4.814341476,3.79942015387223,3.79942015387223,False,0.0,1.0
ETAD-0141-5,251.0,2023-11-20,3.97699446915086,46.38199304,5.4506948782595,4.638199304,3.97699446915086,3.97699446915086,False,0.0,1.0
ETAD-0142-6,251.0,2023-11-23,2.88629495276553,34.16496214,3.5459023483903,3.416496214,2.88629495276553,2.88629495276553,False,0.0,1.0
ETAD-0144-8,251.0,2023-11-26,2.95572707687979,41.26895766,3.77537010739769,4.126895766,2.95572707687979,2.95572707687979,False,0.0,1.0
ETAD-0145-1,251.0,2023-11-29,3.34753780823503,37.96223331,3.851708149759,3.796223331,3.34753780823503,3.34753780823503,False,0.0,1.0
ETAD-0146-2,251.0,2023-12-02,2.47654432859347,35.19770629,3.22604327045852,3.519770629,2.47654432859347,2.47654432859347,False,0.0,1.0
ETAD-0147-3,251.0,2023-12-05,3.76081836221266,40.83949454,4.40550541672097,4.083949454,3.76081836221266,3.76081836221266,False,0.0,1.0
ETAD-0148-4,251.0,2023-12-08,3.94046939157512,36.91279403,4.62902194754885,3.6912794030000002,3.94046939157512,3.94046939157512,False,0.0,1.0
ETAD-0149-5,251.0,2023-12-11,2.90007456537614,39.74334418,3.61651751659833,3.974334418,2.90007456537614,2.90007456537614,False,0.0,1.0
ETAD-0150-6,251.0,2023-12-14,3.6120458280341,47.21585215,4.73891539265616,4.721585215,3.6120458280341,3.6120458280341,False,0.0,1.0
ETAD-0152-8,251.0,2023-12-17,3.6297672033594,43.32385049,5.28960035087853,4.332385049,3.6297672033594,3.6297672033594,False,0.0,1.0
ETAD-0153-1,251.0,2023-12-20,3.32683887616745,43.1756427,4.72542798652494,4.31756427,3.32683887616745,3.32683887616745,False,0.0,1.0
ETAD-0154-2,251.0,2023-12-23,3.47650969468484,42.4768317,4.9506249535793,4.24768317,3.47650969468484,3.47650969468484,False,0.0,1.0
ETAD-0155-3,251.0,2023-12-26,3.66620421724724,43.29696972,4.82140455985333,4.329696972,3.66620421724724,3.66620421724724,False,0.0,1.0
ETAD-0156-4,251.0,2023-12-29,2.90358905097997,36.55463201,4.06611214833559,3.655463201,2.90358905097997,2.90358905097997,False,0.0,1.0
ETAD-0157-5,251.0,2024-01-01,4.60620160557879,53.05429415,5.56907667709519,5.305429415,4.60620160557879,4.60620160557879,False,0.0,1.0
ETAD-0158-6,251.0,2024-01-04,5.70744859187741,52.4695326,7.42448896159705,5.24695326,5.70744859187741,6.734789338415343,True,1.0273407465379334,1.18
ETAD-0160-8,251.0,2024-01-07,3.28298327364017,36.04874215,4.59216530438126,3.604874215,3.28298327364017,3.28298327364017,False,0.0,1.0
ETAD-0161-1,251.0,2024-01-10,6.96258987683994,60.34272177,8.73427278600606,6.034272177,6.96258987683994,8.215856054671129,True,1.2532661778311889,1.18
ETAD-0162-2,251.0,2024-01-13,4.94375198966314,44.8700007,6.05375136014912,4.48700007,4.94375198966314,4.94375198966314,False,0.0,1.0
ETAD-0163-3,251.0,2024-01-16,4.6149567377528,45.26157563,5.11309482713458,4.526157563,4.6149567377528,4.6149567377528,False,0.0,1.0
ETAD-0164-4,251.0,2024-01-19,2.48704222244508,28.22866253,3.5039382749822,2.822866253,2.48704222244508,2.48704222244508,False,0.0,1.0
ETAD-0165-5,251.0,2024-01-22,4.97661862784323,47.79404347,5.12492339798939,4.779404347,4.97661862784323,4.97661862784323,False,0.0,1.0
ETAD-0166-6,251.0,2024-01-25,6.3640607560213,54.3529692,6.92729247811096,5.43529692,6.3640607560213,7.5095916921051336,True,1.1455309360838335,1.18
ETAD-0168-8,251.0,2024-01-28,2.7923318449387,32.35894226,3.61852920444662,3.235894226,2.7923318449387,2.7923318449387,False,0.0,1.0
ETAD-0169-1,251.0,2024-01-31,3.27269874882724,35.12120874,3.78148255612397,3.512120874,3.27269874882724,3.27269874882724,False,0.0,1.0
ETAD-0170-2,251.0,2024-02-03,3.03109736824263,34.90214654,3.46595079649666,3.490214654,3.03109736824263,3.03109736824263,False,0.0,1.0
ETAD-0171-3,251.0,2024-02-06,2.8767444083376,34.68092991,3.04777359910876,3.4680929910000002,2.8767444083376,2.8767444083376,False,0.0,1.0
ETAD-0172-4,251.0,2024-02-09,4.60829808037857,32.60272978,5.00826942270836,3.2602729779999997,4.60829808037857,4.60829808037857,False,0.0,1.0
ETAD-0173-5,251.0,2024-02-12,4.68829802596716,47.06874926,5.77564092685367,4.706874925999999,4.68829802596716,4.68829802596716,False,0.0,1.0
ETAD-0174-6,251.0,2024-02-15,5.37920631629082,45.09915199,5.83878857657245,4.509915199,5.37920631629082,5.37920631629082,False,0.0,1.0
ETAD-0176-8,251.0,2024-02-18,5.07448703850461,46.38988437,6.01268473387083,4.638988437,5.07448703850461,5.07448703850461,False,0.0,1.0
ETAD-0177-1,251.0,2024-02-21,2.72681139406893,35.07796523,3.54023884780151,3.5077965229999997,2.72681139406893,2.72681139406893,False,0.0,1.0
ETAD-0178-2,251.0,2024-02-24,3.31955954459596,45.86463152,4.50811188785094,4.586463152,3.31955954459596,3.31955954459596,False,0.0,1.0
ETAD-0179-3,251.0,2024-02-27,2.94826879141964,41.42284334,3.97351884718399,4.142284334,2.94826879141964,2.94826879141964,False,0.0,1.0
ETAD-0180-4,251.0,2024-03-01,3.76100810684766,44.02200826,4.97221124220586,4.402200826,3.76100810684766,3.76100810684766,False,0.0,1.0
ETAD-0181-5,251.0,2024-03-04,5.23333719462994,38.08566323,6.66705988481862,3.808566323,5.23333719462994,6.1753378896633295,True,0.9420006950333892,1.18
ETAD-0182-6,251.0,2024-03-07,4.76044007097957,53.42978598,6.27198371212865,5.342978598,4.76044007097957,4.76044007097957,False,0.0,1.0
ETAD-0184-8,251.0,2024-03-10,3.55993896890789,42.71270751,5.01593959002633,4.271270751,3.55993896890789,3.55993896890789,False,0.0,1.0
ETAD-0185-1,251.0,2024-03-13,3.2116883780558,42.83515871,3.90637563386834,4.2835158710000005,3.2116883780558,3.2116883780558,False,0.0,1.0
ETAD-0186-2,251.0,2024-03-16,2.66759915310143,40.14156132,3.4482067554853,4.014156132,2.66759915310143,2.66759915310143,False,0.0,1.0
ETAD-0187-3,251.0,2024-03-19,2.42463370413565,35.2771757,3.28679093228706,3.52771757,2.42463370413565,2.42463370413565,False,0.0,1.0
ETAD-0188-4,251.0,2024-03-22,3.04597405596621,37.70846795,3.59615100245064,3.7708467949999998,3.04597405596621,3.04597405596621,False,0.0,1.0
ETAD-0189-5,251.0,2024-03-25,4.1879382507992,49.29079731,6.14466039543623,4.929079731,4.1879382507992,4.1879382507992,False,0.0,1.0
ETAD-0190-6,251.0,2024-03-28,5.62476422114748,52.35394944,6.09687383741185,5.235394944,5.62476422114748,5.62476422114748,False,0.0,1.0
ETAD-0192-8,251.0,2024-03-31,4.64173316716669,47.20046327,6.33201791481048,4.720046327,4.64173316716669,4.64173316716669,False,0.0,1.0
ETAD-0193-1,251.0,2024-04-03,4.89681359687958,41.87810614,5.72357401437057,4.187810614,4.89681359687958,4.89681359687958,False,0.0,1.0
ETAD-0194-2,251.0,2024-04-06,4.89585546379074,44.12130948,5.68617086535876,4.412130948,4.89585546379074,4.89585546379074,False,0.0,1.0
ETAD-0195-3,251.0,2024-04-09,5.89214223367533,42.31042564,5.91924850966559,4.231042564,5.89214223367533,5.89214223367533,False,0.0,1.0
ETAD-0196-4,251.0,2024-04-12,5.53975491016307,54.8000927,6.54662393754488,5.48000927,5.53975491016307,6.536910793992422,True,0.9971558838293522,1.18
ETAD-0197-5,251.0,2024-04-15,5.91437312477324,49.11204904,7.39204295672317,4.911204904,5.91437312477324,6.978960287232423,True,1.0645871624591825,1.18
ETAD-0198-6,251.0,2024-04-18,6.25503100441188,61.71428778,7.89069900081001,6.171428778,6.25503100441188,7.380936585206019,True,1.1259055807941385,1.18
ETAD-0200-8,251.0,2024-04-21,2.93608135081302,34.86574394,3.54685249989865,3.4865743940000002,2.93608135081302,2.93608135081302,False,0.0,1.0
ETAD-0201-1,251.0,2024-04-24,6.0587058366739,61.05933388,7.15539830914243,6.1059333879999995,6.0587058366739,7.149272887275202,True,1.0905670506013019,1.18
ETAD-0202-2,251.0,2024-04-27,6.85379189359859,68.27955852,9.41805601020506,6.827955852,6.85379189359859,8.087474434446335,True,1.2336825408477452,1.18
ETAD-0203-3,251.0,2024-04-30,6.42340006198074,56.6600674,6.98785279808316,5.66600674,6.42340006198074,7.579612073137272,True,1.1562120111565326,1.18
ETAD-0204-4,251.0,2024-05-03,6.32957721235966,57.10196595,10.1166582240842,5.710196595,6.32957721235966,7.468901110584398,True,1.1393238982247382,1.18
ETAD-0205-5,251.0,2024-05-06,5.07688512598752,47.72305037,6.90734732087201,4.772305037000001,5.07688512598752,5.990724448665273,True,0.9138393226777533,1.18
ETAD-0206-6,251.0,2024-05-09,4.03568060076459,48.97546907,5.72393959383411,4.897546907000001,4.03568060076459,4.03568060076459,False,0.0,1.0
ETAD-0208-8,251.0,2024-05-12,3.91441145026595,49.22061965,4.56934431520197,4.922061965,3.91441145026595,3.91441145026595,False,0.0,1.0
ETAD-0217-1,251.0,2024-06-06,9.56124088770379,68.0795705,13.1122709909219,6.807957050000001,9.56124088770379,11.28226424749047,True,1.721023359786681,1.18
ETAD-0218-2,251.0,2024-06-09,5.98558973085875,51.03628326,8.62952130068488,5.103628326,5.98558973085875,7.0629958824133245,True,1.077406151554575,1.18
ETAD-0219-3,251.0,2024-06-12,8.12616728198912,62.19399236,10.6998747668061,6.219399236,8.12616728198912,9.588877392747161,True,1.4627101107580405,1.18
ETAD-0220-4,251.0,2024-06-15,4.56833700824436,48.91117922,6.39205811665717,4.891117922,4.56833700824436,4.56833700824436,False,0.0,1.0
ETAD-0221-5,251.0,2024-06-18,11.7351130556244,68.91402936,16.6671816607247,6.891402936,11.7351130556244,13.84743340563679,True,2.112320350012391,1.18
ETAD-0222-6,251.0,2024-06-21,8.60699579751797,63.2574871,11.5282334594746,6.32574871,8.60699579751797,10.156255041071203,True,1.5492592435532337,1.18
ETAD-0224-8,251.0,2024-06-24,7.2514798000538,63.07167155,9.63414706273928,6.307167155,7.2514798000538,8.556746164063483,True,1.3052663640096833,1.18
ETAD-0225-1,251.0,2024-06-26,7.18037725397236,56.66547986,8.67610842684202,5.666547985999999,7.18037725397236,8.472845159687385,True,1.292467905715025,1.18
ETAD-0226-2,251.0,2024-06-29,10.2661653944432,68.52775501,13.6621188490796,6.852775501000001,10.2661653944432,12.114075165442976,True,1.8479097709997756,1.18
ETAD-0227-3,251.0,2024-07-02,9.27957186425668,68.21424655,12.1775010085437,6.8214246549999995,9.27957186425668,10.94989479982288,True,1.670322935566201,1.18
ETAD-0228-4,251.0,2024-07-05,5.25653794316091,54.68539858,7.12142752819828,5.468539858,5.25653794316091,6.202714772929873,True,0.9461768297689632,1.18
ETAD-0229-5,251.0,2024-07-08,11.136414801705,73.77247524,13.8727271647274,7.377247524,11.136414801705,13.1409694660119,True,2.0045546643069,1.18
ETAD-0230-6,251.0,2024-07-11,10.5965515705253,67.73321165,13.5718128663478,6.7733211650000005,10.5965515705253,12.503930853219853,True,1.9073792826945528,1.18
ETAD-0232-8,251.0,2024-07-14,9.97079785301876,71.36401635,12.8328266102982,7.136401635,9.97079785301876,11.765541466562137,True,1.7947436135433765,1.18
ETAD-0233-1,251.0,2024-07-17,9.47413304273697,60.16495574,12.1714720775555,6.016495574,9.47413304273697,11.179476990429624,True,1.7053439476926542,1.18
ETAD-0234-2,251.0,2024-07-20,6.81762116321168,50.84429348,9.40703491326162,5.084429348,6.81762116321168,8.044792972589782,True,1.2271718093781026,1.18
ETAD-0235-3,251.0,2024-07-23,6.04490150837626,49.55349109,8.27843312612824,4.955349109,6.04490150837626,7.132983779883986,True,1.0880822715077265,1.18
ETAD-0236-4,251.0,2024-07-26,4.63421212865971,45.38957993,6.16924589989866,4.5389579929999995,4.63421212865971,4.63421212865971,False,0.0,1.0
ETAD-0237-5,251.0,2024-07-29,4.91221670547168,42.55590167,6.43748654166612,4.255590166999999,4.91221670547168,4.91221670547168,False,0.0,1.0
ETAD-0238-6,251.0,2024-08-01,8.15052580038262,57.47033138,11.0980180909755,5.747033138,8.15052580038262,9.617620444451491,True,1.4670946440688706,1.18
ETAD-0240-8,251.0,2024-08-04,6.41838111750747,48.70148708,9.46274154891993,4.870148708,6.41838111750747,7.573689718658814,True,1.1553086011513445,1.18
ETAD-0241-1,251.0,2024-08-07,7.39865883988424,52.52349853,9.27496492399988,5.252349853,7.39865883988424,8.730417431063403,True,1.3317585911791632,1.18
ETAD-0242-2,251.0,2024-08-16,3.43072578969257,34.68092991,4.3786103730238,3.4680929910000002,3.43072578969257,3.43072578969257,False,0.0,1.0
ETAD-0243-3,251.0,2024-08-25,5.99819924717674,48.74443667,8.15854960789503,4.8744436669999995,5.99819924717674,7.077875111668553,True,1.0796758644918132,1.18
ETAD-0244-4,251.0,2024-09-03,8.67731521053365,57.26046471,11.8357740016393,5.726046471,8.67731521053365,10.239231948429705,True,1.5619167378960555,1.18
ETAD-0245-5,251.0,2024-09-12,6.37669246473554,52.96525041,8.55962655554561,5.296525041000001,6.37669246473554,7.524497108387937,True,1.147804643652397,1.18
ETAD-0246-6,251.0,2024-09-21,9.27902350521373,56.16725047,15.5718738371651,5.616725047,9.27902350521373,10.949247736152202,True,1.6702242309384712,1.18
ETAD-0248-8,251.0,2024-08-07,7.61090798185665,85.85273527,11.3227053354928,8.585273527,7.61090798185665,8.980871418590846,True,1.3699634367341957,1.18
