FilterId,SampleDate,date,EC_general,EC_biomass_baseline,EC_biomass_optimized,ECTR,char_soot
J1233,2024-07-26 06:01:01,2024-07-26,3.7256014444751924,16.310200373758814,13.481488227187004,4.809272,0.018464528668610352
J1266,2024-07-20 06:00:45,2024-07-20,4.413026940096502,17.827410874905198,12.187122289571583,6.249512,0.0653468921114387
J1269,2024-07-09 06:01:02,2024-07-09,15.190092038245403,23.378085738705785,13.349566008044357,8.854652,0.17050863275781605
J1270,2024-07-30 06:00:44,2024-07-30,2.0514592121410464,11.694619433866977,11.270152512613762,7.745173,0.5797393620851035
J1285,2024-07-23 06:20:46,2024-07-23,5.738776910688092,19.446104714316785,14.594701653193049,6.333173,0.07321887898546386
