FilterId,date,EC_general,EC_biomass_faithful,EC_biomass_faithful_sig,ratio_faithful,ratio_faithful_sig,ECTR,char_soot
J1233,2024-07-26,3.7256014444751924,15.735011908202686,15.321559716559696,4.223482340424957,4.112506381830108,4.809272,0.018464528668610352
J1266,2024-07-20,4.413026940096502,14.996929583859144,14.155714983819651,3.398331754469461,3.2077109829540493,6.249512,0.0653468921114387
J1269,2024-07-09,15.190092038245403,18.241171052717526,15.805172268884823,1.2008598109076731,1.0404921990657316,8.854652,0.17050863275781605
J1270,2024-07-30,2.0514592121410464,10.147340013364023,12.561246009981716,4.9464010560432,6.123078604556763,7.745173,0.5797393620851035
J1285,2024-07-23,5.738776910688092,18.065513407404055,16.21912069259409,3.1479727629345957,2.8262330013886845,6.333173,0.07321887898546386
