SampleAnalysisId,MediaId,SiteCode,ExternalFilterId,SamplingStartDate,SamplingEndDate,MassCollectedOnFilter_ug,SampleVolume_m3,EC_ugm3__EC_all_nofilt_k3,EC_ugm3__EC_all_nofilt_k10,EC_ugm3__EC_all_nofilt_k18,EC_ugm3__EC_all_nofilt_k21_kmin,EC_ugm3__EC_all_nofilt_k25,EC_ugm3__EC_all_nofilt_k40,EC_recommended_ugm3
3989,3959,ETAD,ETAD-0252-4,2024-11-05,2024-11-13,109.3,7.1928,0.674,2.3783,3.2288,4.3235,5.1019,4.1797,4.3235
3990,3960,ETAD,ETAD-0253-5,2024-11-14,2024-11-22,117.3,7.272,0.7889,2.3038,3.0284,3.6369,4.1334,3.7217,3.6369
3991,3961,ETAD,ETAD-0254-6,2024-11-23,2024-12-01,121.9,7.1928,1.0916,2.5848,3.7867,4.4061,4.871,3.9875,4.4061
3992,3962,ETAD,ETAD-0255-7,,,6.2,0.0,,,,,,,
3993,3963,ETAD,ETAD-0256-8,2024-10-09,2024-12-01,76.2,2.1312,0.5304,2.4451,4.1263,6.0642,7.4506,5.8471,6.0642
3994,3964,ETAD,ETAD-0257-1,2024-12-11,2024-12-19,174.9,7.1928,1.3263,3.4058,5.1216,6.0581,6.4989,5.4916,6.0581
3995,3965,ETAD,ETAD-0258-2,2024-12-20,2024-12-28,174.6,7.1064,1.0273,3.0311,4.7402,5.0117,5.6238,5.0972,5.0117
3996,3966,ETAD,ETAD-0259-3,2024-12-29,2025-01-06,139.3,6.7139,0.6611,2.5928,4.184,4.4619,5.0968,4.6023,4.4619
3997,3967,ETAD,ETAD-0260-4,2025-01-07,2025-01-15,111.6,7.1928,0.5937,1.275,1.31,1.3119,1.8605,1.5795,1.3119
3998,3968,ETAD,ETAD-0261-5,2025-01-16,2025-01-24,152.0,7.1928,0.8349,3.1986,5.2424,5.703,6.1093,4.5012,5.703
3999,3969,ETAD,ETAD-0262-6,2025-01-25,2025-02-02,159.5,7.1064,0.8937,2.4673,3.5375,4.0556,4.8164,3.7096,4.0556
4000,3970,ETAD,ETAD-0263-7,,,0.4,0.0,,,,,,,
4001,3971,ETAD,ETAD-0264-8,2024-12-11,2025-02-02,111.4,2.1312,0.4463,2.0345,3.2097,4.0651,6.0827,5.5539,4.0651
4002,3972,ETAD,ETAD-0265-1,2025-02-05,2025-02-13,134.0,6.9408,0.5085,1.4488,2.0714,2.3678,3.0166,2.6905,2.3678
4003,3973,ETAD,ETAD-0266-2,2025-02-14,2025-02-22,129.8,7.0272,0.5268,1.4841,2.0506,2.2754,2.8889,2.3024,2.2754
4004,3974,ETAD,ETAD-0267-3,2025-02-23,2025-03-03,125.4,6.8616,0.4509,1.2826,1.9108,1.9405,2.708,2.4273,1.9405
4005,3975,ETAD,ETAD-0268-4,2025-03-04,2025-03-12,159.4,6.8616,0.7905,1.7894,2.3483,2.7405,3.5084,3.2406,2.7405
4006,3976,ETAD,ETAD-0269-5,2025-03-13,2025-03-21,142.6,6.8616,0.8005,2.1832,3.4487,3.5776,4.0446,3.2383,3.5776
4007,3977,ETAD,ETAD-0270-6,2025-03-22,2025-03-30,122.4,7.0272,0.41,2.3626,3.5633,3.7966,4.5918,4.1877,3.7966
4008,3978,ETAD,ETAD-0271-7,,,2.6,0.0,,,,,,,
4009,3979,ETAD,ETAD-0272-8,2025-02-05,2025-03-30,118.2,2.1312,-0.3201,1.1521,1.106,1.9945,3.5483,4.0546,1.9945
4010,3980,ETAD,ETAD-0273-1,2025-04-09,2025-04-17,180.7,7.272,0.6211,3.2515,4.947,5.205,5.3517,4.0255,5.205
4011,3981,ETAD,ETAD-0274-2,2025-04-18,2025-04-26,121.8,7.1136,0.1863,0.9596,2.0377,2.2135,2.8064,2.592,2.2135
4012,3982,ETAD,ETAD-0275-3,2025-04-27,2025-05-05,151.0,7.272,0.3737,2.8475,4.4073,4.7116,5.1427,4.0223,4.7116
4013,3983,ETAD,ETAD-0276-4,2025-05-06,2025-05-14,193.2,7.2538,0.7479,2.6409,4.9909,5.469,5.803,5.1004,5.469
4014,3984,ETAD,ETAD-0277-5,2025-05-15,2025-05-23,225.6,7.2659,0.6989,2.5188,4.7086,5.0468,5.5266,5.0513,5.0468
4015,3985,ETAD,ETAD-0278-6,2025-05-24,2025-06-01,265.8,7.2568,1.3272,4.5953,7.424,8.2187,8.1435,6.5076,8.2187
4016,3986,ETAD,ETAD-0279-7,,,4.3,0.0,,,,,,,
4017,3987,ETAD,ETAD-0280-8,2025-04-09,2025-06-01,124.4,2.1205,0.336,2.1396,3.3365,4.9384,6.2734,5.8126,4.9384
4018,3988,ETAD,ETAD-0281-1,2025-06-18,2025-06-26,298.8,7.0975,1.9963,6.9378,10.3147,11.7844,11.931,9.2095,11.7844
4019,3989,ETAD,ETAD-0282-2,2025-06-27,2025-07-05,273.0,7.0886,2.4948,7.1895,11.5491,13.2626,13.5134,10.5736,13.2626
4020,3990,ETAD,ETAD-0283-3,2025-07-06,2025-07-14,216.2,7.1928,1.6218,6.0323,9.6465,10.8603,11.2491,9.2039,10.8603
4021,3991,ETAD,ETAD-0284-4,2025-07-15,2025-07-23,257.2,7.1064,1.9371,6.1692,9.887,11.3291,11.528,9.0997,11.3291
4022,3992,ETAD,ETAD-0285-5,2025-07-24,2025-08-01,177.2,7.0946,1.614,4.3401,6.817,7.8833,8.0841,6.5009,7.8833
4023,3992,ETAD,ETAD-0285-5,2025-07-24,2025-08-01,177.2,7.0946,1.4122,4.1678,6.7228,7.9247,8.1059,6.4739,7.9247
4024,3993,ETAD,ETAD-0286-6,2025-08-02,2025-08-10,226.9,7.0975,1.7232,6.3657,9.9613,11.3356,11.6546,8.9738,11.3356
4025,3994,ETAD,ETAD-0287-7,,,5.8,0.0,,,,,,,
4026,3995,ETAD,ETAD-0288-8,2025-06-18,2025-08-10,137.9,2.268,1.5385,4.7783,8.2318,11.8733,12.4402,11.2819,11.8733
4332,4148,ETAD,ETAD-0297-1,2025-11-21,2025-11-22,153.2,7.272,1.6204,3.3468,3.0303,3.9366,4.6162,3.843,3.9366
4333,4149,ETAD,ETAD-0298-2,2025-11-24,2025-11-25,133.4,7.272,1.1598,3.423,4.0192,4.952,5.6969,3.7793,4.952
4334,4150,ETAD,ETAD-0299-3,2025-11-27,2025-11-28,134.9,7.3584,1.1731,2.7499,2.4105,3.4881,4.4236,3.3359,3.4881
4335,4151,ETAD,ETAD-0300-4,2025-11-30,2025-12-01,143.4,7.272,1.4527,3.2735,3.4811,4.9802,6.1478,4.4733,4.9802
4336,4152,ETAD,ETAD-0301-5,2025-12-03,2025-12-04,144.5,7.272,1.4418,3.4388,4.2625,5.5451,6.2432,4.163,5.5451
4337,4153,ETAD,ETAD-0302-6,2025-12-06,2025-12-07,97.4,7.3584,0.6016,1.9756,1.7295,2.3215,2.9145,2.2395,2.3215
4338,4154,ETAD,ETAD-0303-7,,,3.7,0.0,,,,,,,
4339,4155,ETAD,ETAD-0304-8,2025-12-09,2025-12-10,145.5,7.272,0.8517,3.1071,4.3719,5.1554,5.8026,3.8016,5.1554
4340,4156,ETAD,ETAD-0305-1,2025-12-17,2025-12-18,140.9,7.272,0.53,3.1258,3.5152,3.6669,4.3824,3.3815,3.6669
4341,4157,ETAD,ETAD-0306-2,2025-12-20,2025-12-21,190.6,7.1928,1.882,5.2983,4.9168,5.0366,6.3205,4.2874,5.0366
4342,4158,ETAD,ETAD-0307-3,2025-12-23,2025-12-24,167.8,7.1928,1.1239,4.646,6.0535,6.6987,7.1179,5.3497,6.6987
4343,4159,ETAD,ETAD-0308-4,2025-12-26,2025-12-27,234.9,7.1928,2.06,4.3618,8.167,8.0501,8.6693,7.1885,8.0501
4344,4160,ETAD,ETAD-0309-5,2025-12-29,2025-12-30,161.0,7.1928,0.94,3.8665,4.6525,4.9964,5.6617,4.1236,4.9964
4345,4161,ETAD,ETAD-0310-6,2026-01-01,2026-01-02,203.8,7.1712,1.8558,5.3692,3.5088,3.5192,4.6384,4.1456,3.5192
4346,4162,ETAD,ETAD-0311-7,,,4.8,0.0,,,,,,,
4347,4163,ETAD,ETAD-0312-8,2026-01-04,2026-01-05,141.0,7.1928,0.6084,2.3304,2.6395,3.2119,3.7904,3.5412,3.2119
4577,4460,ETAD,ETAD-0313-1,2026-01-14,2026-01-15,199.3,7.3584,1.0812,4.529,6.8663,7.3441,7.7351,5.4259,7.3441
4578,4461,ETAD,ETAD-0314-2,2026-01-17,2026-01-18,116.7,7.3584,0.772,2.006,2.8069,3.2859,3.4231,2.2959,3.2859
4579,4462,ETAD,ETAD-0315-3,2026-01-20,2026-01-21,117.3,7.3584,0.7949,2.0259,2.1565,2.6396,3.2091,2.2436,2.6396
4580,4460,ETAD,ETAD-0313-1,2026-01-14,2026-01-15,199.3,7.3584,0.825,4.1437,6.3923,7.057,7.3629,5.1108,7.057
4581,4463,ETAD,ETAD-0316-4,2026-01-23,2026-01-24,158.4,7.3584,0.759,2.6402,3.9389,4.9172,5.5493,4.4112,4.9172
4582,4464,ETAD,ETAD-0317-5,2026-01-26,2026-01-27,161.2,7.3584,1.1558,2.5012,3.1017,4.0203,5.0084,6.6117,4.0203
4583,4465,ETAD,ETAD-0318-6,2026-01-29,2026-01-30,152.9,7.3584,0.3914,1.1185,1.8813,2.1154,2.7835,3.3929,2.1154
4584,4466,ETAD,ETAD-0319-7,,,1.2,0.0,,,,,,,
4585,4467,ETAD,ETAD-0320-8,2026-02-01,2026-02-02,164.5,7.3584,0.9602,1.3236,2.2192,2.4157,3.0694,3.5783,2.4157
4586,4468,ETAD,ETAD-0321-1,2026-02-11,2026-02-12,136.5,7.272,0.4101,2.3016,3.7116,4.8363,5.5862,3.8531,4.8363
4587,4469,ETAD,ETAD-0322-2,2026-02-14,2026-02-15,136.8,7.272,0.704,2.4088,3.7774,4.8922,5.635,3.7983,4.8922
4588,4470,ETAD,ETAD-0323-3,2026-02-17,2026-02-18,143.9,7.272,0.9772,2.5239,3.0752,3.6951,4.4488,2.7715,3.6951
4589,4471,ETAD,ETAD-0324-4,2026-02-20,2026-02-21,208.3,7.272,1.0035,2.3122,3.1368,3.7617,3.8309,3.1732,3.7617
4590,4472,ETAD,ETAD-0325-5,2026-02-23,2026-02-24,160.4,7.272,0.3888,1.4503,2.1802,2.5633,2.9988,2.3733,2.5633
4591,4473,ETAD,ETAD-0326-6,2026-02-26,2026-02-27,188.9,7.272,1.0302,2.6948,3.1793,4.5125,5.3631,4.265,4.5125
4592,4474,ETAD,ETAD-0327-7,,,2.1,0.0,,,,,,,
4593,4475,ETAD,ETAD-0328-8,2026-03-01,2026-03-02,109.9,7.3584,0.6278,1.2887,1.5975,2.4694,3.0488,2.2937,2.4694
