# File Updated: 2025-07-29
# Data version 3.0
# Site: Beijing, China
Site_Code,Latitude,Longitude,Elevation_meters,Filter_ID,Start_Year_local,Start_Month_local,Start_Day_local,Start_hour_local,End_Year_local,End_Month_local,End_Day_local,End_hour_local,Hours_sampled,Parameter_Code,Parameter_Name,Value,Units,Analytical_MDL,MDL,UNC,Method_Code,Collection_Description,Analysis_Description,Conditions,Flag
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28101,Filter PM2.5 mass,87.71,Micrograms per cubic meter (ug/m3),,,,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric; mass concentration presented at RH = 35%,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28101,Filter PM2.5 mass,0.0,Micrograms per cubic meter (ug/m3),,,,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric; mass concentration presented at RH = 35%,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28404,Nitrite Ion PM2.5,0.0,Micrograms per cubic meter (ug/m3),,0.20017197424248986,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28405,Bromide Ion PM2.5,0.0,Micrograms per cubic meter (ug/m3),,0,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28402,Nitrate Ion PM2.5,0.67,Micrograms per cubic meter (ug/m3),,0.687803586417416,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; These nitrate concentrations collected on Teflon filters are likely biased low.,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28403,Phosphate Ion PM2.5,0.0,Micrograms per cubic meter (ug/m3),,0,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28401,Sulfate Ion PM2.5,2.63,Micrograms per cubic meter (ug/m3),,3.2694065871505913,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28801,Sodium Ion PM2.5,0.19,Micrograms per cubic meter (ug/m3),,1.085413693629858,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28802,Ammonium Ion PM2.5,0.61,Micrograms per cubic meter (ug/m3),,0.535702943711274,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28803,Potassium Ion PM2.5,0.14,Micrograms per cubic meter (ug/m3),,0.30006041029831665,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28804,Magnesium Ion PM2.5,0.06,Nanograms per cubic meter (ng/m3),,0.09273749681596125,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28805,Calcium Ion PM2.5,2.8,Micrograms per cubic meter (ug/m3),,8.908123867151089,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0051,2013,7,16,9.0,2013,7,25,9.0,24.0,28201,Equivalent BC PM2.5,0.0,Micrograms per cubic meter (ug/m3),,,,212,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Smoke Stain Reflectometer; assumed hydrophobic,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28101,Filter PM2.5 mass,51.75,Micrograms per cubic meter (ug/m3),,,,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric; mass concentration presented at RH = 35%,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28101,Filter PM2.5 mass,0.0,Micrograms per cubic meter (ug/m3),,,,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric; mass concentration presented at RH = 35%,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28404,Nitrite Ion PM2.5,0.0,Micrograms per cubic meter (ug/m3),,0.20017197424248986,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28405,Bromide Ion PM2.5,0.0,Micrograms per cubic meter (ug/m3),,0,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28402,Nitrate Ion PM2.5,0.86,Micrograms per cubic meter (ug/m3),,0.687803586417416,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; These nitrate concentrations collected on Teflon filters are likely biased low.,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28403,Phosphate Ion PM2.5,0.18,Micrograms per cubic meter (ug/m3),,0,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28401,Sulfate Ion PM2.5,6.1,Micrograms per cubic meter (ug/m3),,3.2694065871505913,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28801,Sodium Ion PM2.5,0.22,Micrograms per cubic meter (ug/m3),,1.085413693629858,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28802,Ammonium Ion PM2.5,1.37,Micrograms per cubic meter (ug/m3),,0.535702943711274,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28803,Potassium Ion PM2.5,0.27,Micrograms per cubic meter (ug/m3),,0.30006041029831665,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28804,Magnesium Ion PM2.5,0.08,Nanograms per cubic meter (ng/m3),,0.09273749681596125,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28805,Calcium Ion PM2.5,3.19,Micrograms per cubic meter (ug/m3),,8.908123867151089,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28201,Equivalent BC PM2.5,7.11,Micrograms per cubic meter (ug/m3),,,,212,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Smoke Stain Reflectometer; assumed hydrophobic,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0052,2013,7,25,9.0,2013,8,3,9.0,24.0,28202,BC PM2.5,7.41,Micrograms per cubic meter (ug/m3),,,,220,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,Estimated from the HIPS-SSR BC curve,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28101,Filter PM2.5 mass,70.49,Micrograms per cubic meter (ug/m3),,,,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric; mass concentration presented at RH = 35%,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28101,Filter PM2.5 mass,0.0,Micrograms per cubic meter (ug/m3),,,,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric; mass concentration presented at RH = 35%,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28404,Nitrite Ion PM2.5,0.0,Micrograms per cubic meter (ug/m3),,0.20017197424248986,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28405,Bromide Ion PM2.5,0.0,Micrograms per cubic meter (ug/m3),,0,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28402,Nitrate Ion PM2.5,0.81,Micrograms per cubic meter (ug/m3),,0.687803586417416,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; These nitrate concentrations collected on Teflon filters are likely biased low.,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28403,Phosphate Ion PM2.5,0.38,Micrograms per cubic meter (ug/m3),,0,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28401,Sulfate Ion PM2.5,8.11,Micrograms per cubic meter (ug/m3),,3.2694065871505913,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28801,Sodium Ion PM2.5,0.22,Micrograms per cubic meter (ug/m3),,1.085413693629858,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28802,Ammonium Ion PM2.5,1.66,Micrograms per cubic meter (ug/m3),,0.535702943711274,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28803,Potassium Ion PM2.5,0.28,Micrograms per cubic meter (ug/m3),,0.30006041029831665,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28804,Magnesium Ion PM2.5,0.09,Nanograms per cubic meter (ng/m3),,0.09273749681596125,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28805,Calcium Ion PM2.5,3.47,Micrograms per cubic meter (ug/m3),,8.908123867151089,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28201,Equivalent BC PM2.5,9.41,Micrograms per cubic meter (ug/m3),,,,212,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Smoke Stain Reflectometer; assumed hydrophobic,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0053,2013,8,3,9.0,2013,8,12,9.0,24.0,28202,BC PM2.5,9.8,Micrograms per cubic meter (ug/m3),,,,220,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,Estimated from the HIPS-SSR BC curve,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0054,2013,8,12,9.0,2013,8,21,9.0,24.0,28101,Filter PM2.5 mass,63.39,Micrograms per cubic meter (ug/m3),,,,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric; mass concentration presented at RH = 35%,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0054,2013,8,12,9.0,2013,8,21,9.0,24.0,28101,Filter PM2.5 mass,0.0,Micrograms per cubic meter (ug/m3),,,,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric; mass concentration presented at RH = 35%,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0054,2013,8,12,9.0,2013,8,21,9.0,24.0,28404,Nitrite Ion PM2.5,0.0,Micrograms per cubic meter (ug/m3),,0.20017197424248986,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0054,2013,8,12,9.0,2013,8,21,9.0,24.0,28405,Bromide Ion PM2.5,0.0,Micrograms per cubic meter (ug/m3),,0,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0054,2013,8,12,9.0,2013,8,21,9.0,24.0,28402,Nitrate Ion PM2.5,0.92,Micrograms per cubic meter (ug/m3),,0.687803586417416,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; These nitrate concentrations collected on Teflon filters are likely biased low.,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0054,2013,8,12,9.0,2013,8,21,9.0,24.0,28403,Phosphate Ion PM2.5,0.16,Micrograms per cubic meter (ug/m3),,0,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0054,2013,8,12,9.0,2013,8,21,9.0,24.0,28401,Sulfate Ion PM2.5,12.31,Micrograms per cubic meter (ug/m3),,3.2694065871505913,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0054,2013,8,12,9.0,2013,8,21,9.0,24.0,28801,Sodium Ion PM2.5,0.46,Micrograms per cubic meter (ug/m3),,1.085413693629858,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0054,2013,8,12,9.0,2013,8,21,9.0,24.0,28802,Ammonium Ion PM2.5,2.42,Micrograms per cubic meter (ug/m3),,0.535702943711274,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
CHTS,40.004,116.326,92.0,CHTS-0054,2013,8,12,9.0,2013,8,21,9.0,24.0,28803,Potassium Ion PM2.5,0.32,Micrograms per cubic meter (ug/m3),,0.30006041029831665,,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography; mass concentration presented at RH = 0%; ,Ambient local,
