# File Updated: 2025-07-29
# Data version 3.0
# Site: Pasadena, United States
Site_Code,Latitude,Longitude,Elevation_meters,Filter_ID,Start_Year_local,Start_Month_local,Start_Day_local,Start_hour_local,End_Year_local,End_Month_local,End_Day_local,End_hour_local,Hours_sampled,Parameter_Code,Parameter_Name,Value,Units,Analytical_MDL,MDL,UNC,Method_Code,Collection_Description,Analysis_Description,Conditions,Flag
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28904,Titanium PM2.5,4.8,Nanograms per cubic meter (ng/m3),0.0028,0.0032,0.002,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28905,Vanadium PM2.5,0.69,Nanograms per cubic meter (ng/m3),0.0004,0.0004,0.0002,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28908,Iron PM2.5,87.61,Nanograms per cubic meter (ng/m3),0.0109,0.016,0.0098,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28912,Zinc PM2.5,6.13,Nanograms per cubic meter (ng/m3),0.0076,0.01,0.0061,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28919,Cerium PM2.5,-0.88,Nanograms per cubic meter (ng/m3),0.0011,0.0011,0.0007,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28920,Lead PM2.5,0.54,Nanograms per cubic meter (ng/m3),0.0026,0.0029,0.0018,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28913,Arsenic PM2.5,0.69,Nanograms per cubic meter (ng/m3),0.0008,0.0016,0.001,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28909,Cobalt PM2.5,0.2,Nanograms per cubic meter (ng/m3),0.0006,0.0007,0.0004,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28906,Chromium PM2.5,0.64,Nanograms per cubic meter (ng/m3),0.0037,0.0037,0.0023,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28911,Copper PM2.5,-0.44,Nanograms per cubic meter (ng/m3),0.0191,0.0247,0.015,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28804,Magnesium PM2.5,252.63,Nanograms per cubic meter (ng/m3),0.1634,0.1634,0.0993,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28907,Manganese PM2.5,1.62,Nanograms per cubic meter (ng/m3),0.001,0.0074,0.0045,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28910,Nickel PM2.5,-0.44,Nanograms per cubic meter (ng/m3),0.0047,0.0068,0.0042,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28917,Antimony PM2.5,6.72,Nanograms per cubic meter (ng/m3),0.0185,0.0265,0.0161,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28921,Rubidium PM2.5,0.69,Nanograms per cubic meter (ng/m3),0.0017,0.002,0.0012,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28922,Strontium PM2.5,0.74,Nanograms per cubic meter (ng/m3),0.0031,0.0032,0.002,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28916,Cadmium PM2.5,1.08,Nanograms per cubic meter (ng/m3),0.0083,0.0092,0.0056,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28914,Selenium PM2.5,0.54,Nanograms per cubic meter (ng/m3),0.0005,0.0005,0.0003,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
USPA,34.199433,-118.17317,366.0,USPA-0033,2021,11,9,9.0,2021,11,10,9.0,24.0,28926,Tin PM2.5,0.54,Nanograms per cubic meter (ng/m3),0.0259,0.0297,0.0181,516,AirPhoton SS5i Sampler with BGI cyclone inlet and 25mm stretched Teflon filter,ED-XRF; mass concentration presented at RH = 0%,Ambient local,SGP
