method,params,median_RMS,p90_RMS,median_pearson_r,min_pearson_r,port_ms_per_spectrum,ms_per_spectrum,med_abs_d_CH_peak,med_abs_d_CH_peak_pct,med_abs_d_carbonyl_peak,med_abs_d_carbonyl_peak_pct,med_abs_d_shoulder_1600_peak,med_abs_d_shoulder_1600_peak_pct
mixture_model,"{'lam': 10000.0, 'num_knots': 50, 'p': 0.001}",0.0033341978540997598,0.006556199717944944,0.8729665250349118,-0.19738034623174922,74.00432250000449,2.578714179999224,0.00044892181127193084,6.84908919855627,0.00016983845508357917,2.986392871086952,0.000222684548670446,4.628043079496131
pspline_arpls,"{'lam': 10000.0, 'num_knots': 200}",0.004021533870755979,0.00748852949201415,0.6912642547708424,-0.0050274342787441145,74.00432250000449,2.865410000003976,0.00040073191741002846,6.113867889985902,0.0011030599705943098,19.395904366553125,0.00046759123217248225,9.717927799703372
arpls,{'lam': 10000000.0},0.004020201978643452,0.007490579281299358,0.6911947950645835,-0.005318271729419473,74.00432250000449,4.578493319995687,0.00040117516627958595,6.120630428513841,0.0011030977929195906,19.396569423960358,0.00046759124944497125,9.717928158676742
rampy_gcvspline,{'s': 1.0},0.001315003783316013,0.0023653010765905644,0.9795172886471962,0.9043500977142727,74.00432250000449,5.1643349999994825,6.855625471211598e-05,1.0459458459188142,0.0013158090903122126,23.136826610239964,0.0012695812809879884,26.385651345885655
